note,date updated,status,publication_title_original,publication_title_transliteration,print_identifier,online_identifier,date_first_issue_online,num_first_vol_online,num_first_issue_online,date_last_issue_online,num_last_vol_online,num_last_issue_online,title_url,first_author,title_id,embargo_info,coverage_depth,coverage_notes,publisher_name,location,title_notes,staff_notes,vendor_id,oclc_collection_name,oclc_collection_id,oclc_entry_id,oclc_linkscheme,oclc_number,ACTION,Aleph BSN,publication_type,date_monograph_published_print,date_monograph_published_online,monograph_volume,monograph_edition,first_editor,parent_publication_title_id,preceding_publication_title_id,access_type,previous_url
"updated M, AN - JAS 4/12/21; OCLC # and title updated 1-8-21 gm",,oclc ws,Giza : Bericht über die von der Akademie der Wissenschaften in Wien auf gemeinsame Kosten mit Dr. Wilhelm Pelizaeus unternommenen Grabungen auf dem Friedhof des Alten Reiches bei den Pyramiden von Gīza (Bd.3),,,,,,,,,,http://hdl.handle.net/2333.1/w6m90gxt,,,,ebook,,,,,,,Ancient World Digital Library,global.5644.217,746177335a,,727878969,,003498378,monograph,,,3,,,,,free,http://dlib.nyu.edu/awdl/books/gzaberichtbe03junk
"updated M, AN - JAS 4/12/21; OCLC # and title updated 1-8-21 gm",,oclc ws,Giza : Bericht über die von der Akademie der Wissenschaften in Wien auf gemeinsame Kosten mit Dr. Wilhelm Pelizaeus unternommenen Grabungen auf dem Friedhof des Alten Reiches bei den Pyramiden von Gīza (Bd.7),,,,,,,,,,http://hdl.handle.net/2333.1/zkh18g03,,,,ebook,,,,,,,Ancient World Digital Library,global.5644.217,746177335e,,727878969,,003498378,monograph,,,7,,,,,free,http://dlib.nyu.edu/awdl/books/gzaberichtbe07junk
"updated M, AN - JAS 4/12/21; OCLC # and title updated 1-8-21 gm",,oclc ws,Giza : Bericht über die von der Akademie der Wissenschaften in Wien auf gemeinsame Kosten mit Dr. Wilhelm Pelizaeus unternommenen Grabungen auf dem Friedhof des Alten Reiches bei den Pyramiden von Gīza (Bd.9),,,,,,,,,,http://hdl.handle.net/2333.1/rfj6qgc9,,,,ebook,,,,,,,Ancient World Digital Library,global.5644.217,746177335f,,727878969,,003498378,monograph,,,9,,,,,free,http://dlib.nyu.edu/awdl/books/gzaberichtbe09junk
OCLC # and title updated 1-8-21 gm,,oclc ws,Gîza : Bericht über die von der Akademie der Wissenschaften in Wien auf gemeinsame Kosten mit Dr. Wilhelm Pelizaeus unternommenen Grabungen auf dem Friedhof des Alten Reiches bei den Pyramiden von Gîza (Bd. 1),,,,,,,,,,http://hdl.handle.net/2333.1/p5hqc4gk,Hermann Junker,,,ebook,,,,,,,Ancient World Digital Library,global.5644.217,727878969a,,727878969,,003498378,monograph,,,1,,,,,free,
OCLC # and title updated 1-8-21 gm,,oclc ws,Gîza : Bericht über die von der Akademie der Wissenschaften in Wien auf gemeinsame Kosten mit Dr. Wilhelm Pelizaeus unternommenen Grabungen auf dem Friedhof des Alten Reiches bei den Pyramiden von Gîza (Bd. 10),,,,,,,,,,http://hdl.handle.net/2333.1/73n5tgwd,Hermann Junker,,,ebook,,,,,,,Ancient World Digital Library,global.5644.217,727878969j,,727878969,,003498378,monograph,,,10,,,,,free,
OCLC # and title updated 1-8-21 gm,,oclc ws,Gîza : Bericht über die von der Akademie der Wissenschaften in Wien auf gemeinsame Kosten mit Dr. Wilhelm Pelizaeus unternommenen Grabungen auf dem Friedhof des Alten Reiches bei den Pyramiden von Gîza (Bd. 11),,,,,,,,,,http://hdl.handle.net/2333.1/fn2z39ns,Hermann Junker,,,ebook,,,,,,,Ancient World Digital Library,global.5644.217,727878969k,,727878969,,003498378,monograph,,,11,,,,,free,
OCLC # and title updated 1-8-21 gm,,oclc ws,Gîza : Bericht über die von der Akademie der Wissenschaften in Wien auf gemeinsame Kosten mit Dr. Wilhelm Pelizaeus unternommenen Grabungen auf dem Friedhof des Alten Reiches bei den Pyramiden von Gîza (Bd. 12),,,,,,,,,,http://hdl.handle.net/2333.1/9w0vt94h,Hermann Junker,,,ebook,,,,,,,Ancient World Digital Library,global.5644.217,727878969l,,727878969,,003498378,monograph,,,12,,,,,free,
OCLC # and title updated 1-8-21 gm,,oclc ws,Gîza : Bericht über die von der Akademie der Wissenschaften in Wien auf gemeinsame Kosten mit Dr. Wilhelm Pelizaeus unternommenen Grabungen auf dem Friedhof des Alten Reiches bei den Pyramiden von Gîza (Bd. 2),,,,,,,,,,http://hdl.handle.net/2333.1/sxksn50w,Hermann Junker,,,ebook,,,,,,,Ancient World Digital Library,global.5644.217,727878969b,,727878969,,003498378,monograph,,,2,,,,,free,
OCLC # and title updated 1-8-21 gm,,oclc ws,Gîza : Bericht über die von der Akademie der Wissenschaften in Wien auf gemeinsame Kosten mit Dr. Wilhelm Pelizaeus unternommenen Grabungen auf dem Friedhof des Alten Reiches bei den Pyramiden von Gîza (Bd. 4),,,,,,,,,,http://hdl.handle.net/2333.1/mcvdnjcv,Hermann Junker,,,ebook,,,,,,,Ancient World Digital Library,global.5644.217,727878969d,,727878969,,003498378,monograph,,,4,,,,,free,
OCLC # and title updated 1-8-21 gm,,oclc ws,Gîza : Bericht über die von der Akademie der Wissenschaften in Wien auf gemeinsame Kosten mit Dr. Wilhelm Pelizaeus unternommenen Grabungen auf dem Friedhof des Alten Reiches bei den Pyramiden von Gîza (Bd. 5),,,,,,,,,,http://hdl.handle.net/2333.1/gmsbchwr,Hermann Junker,,,ebook,,,,,,,Ancient World Digital Library,global.5644.217,727878969e,,727878969,,003498378,monograph,,,5,,,,,free,
OCLC # and title updated 1-8-21 gm,,oclc ws,Gîza : Bericht über die von der Akademie der Wissenschaften in Wien auf gemeinsame Kosten mit Dr. Wilhelm Pelizaeus unternommenen Grabungen auf dem Friedhof des Alten Reiches bei den Pyramiden von Gîza (Bd. 6),,,,,,,,,,http://hdl.handle.net/2333.1/bvq83hdv,Hermann Junker,,,ebook,,,,,,,Ancient World Digital Library,global.5644.217,727878969f,,727878969,,003498378,monograph,,,6,,,,,free,
OCLC # and title updated 1-8-21 gm,,oclc ws,Gîza : Bericht über die von der Akademie der Wissenschaften in Wien auf gemeinsame Kosten mit Dr. Wilhelm Pelizaeus unternommenen Grabungen auf dem Friedhof des Alten Reiches bei den Pyramiden von Gîza (Bd. 8),,,,,,,,,,http://hdl.handle.net/2333.1/xpnvx5gs,Hermann Junker,,,ebook,,,,,,,Ancient World Digital Library,global.5644.217,727878969h,,727878969,,003498378,monograph,,,8,,,,,free,
,,local update,Grab- und Denksteine des Mittleren Reichs im Museum von Kairo (t.1),,,,,,,,,,http://hdl.handle.net/2333.1/dv41p34q,,,,ebook,,,,,,,Ancient World Digital Library,global.5644.217,746172833a,,746172833,,003497765,monograph,,,,,,,,free,http://dlib.nyu.edu/awdl/books/grabunddenkstein01lang
,,local update,Grab- und Denksteine des Mittleren Reichs im Museum von Kairo (t.2),,,,,,,,,,http://hdl.handle.net/2333.1/931zd2nj,,,,ebook,,,,,,,Ancient World Digital Library,global.5644.217,746172833b,,746172833,,003497765,monograph,,,,,,,,free,http://dlib.nyu.edu/awdl/books/grabunddenkstein02lang
,,local update,Grab- und Denksteine des Mittleren Reichs im Museum von Kairo (t.3),,,,,,,,,,http://hdl.handle.net/2333.1/59zw425k,,,,ebook,,,,,,,Ancient World Digital Library,global.5644.217,746172833c,,746172833,,003497765,monograph,,,,,,,,free,http://dlib.nyu.edu/awdl/books/grabunddenkstein03lang
,,local update,Grab- und Denksteine des Mittleren Reichs im Museum von Kairo (t.4),,,,,,,,,,http://hdl.handle.net/2333.1/1jwsv1n3,,,,ebook,,,,,,,Ancient World Digital Library,global.5644.217,746172833d,,746172833,,003497765,monograph,,,,,,,,free,http://dlib.nyu.edu/awdl/books/grabunddenkstein04lang
"updated M, AN - JAS 4/12/21",,oclc ws,Grabfunde des Mittleren Reichs in den Königlichen Museen zu Berlin (pt.1),,,,,,,,,,http://hdl.handle.net/2333.1/p8cz96dx,,,,ebook,,,,,,,Ancient World Digital Library,global.5644.217,746172828a,,746172828,,003497745,monograph,,,,,,,,free,http://dlib.nyu.edu/awdl/books/grabfundedesmitt01kn
"updated M, AN - JAS 4/12/21 ",,oclc ws,Grabfunde des Mittleren Reichs in den Koniglichen Museen zu Berlin (pt.2),,,,,,,,,,http://hdl.handle.net/2333.1/jh9w15xt,,,,ebook,,,,,,,Ancient World Digital Library,global.5644.217,746172828b,,746172828,,003497745,monograph,,,,,,,,free,http://dlib.nyu.edu/awdl/books/grabfundedesmitt02kn
,,local update,"Graeco-Egyptian coffins, masks and portraits /",,,,,,,,,,http://hdl.handle.net/2333.1/wstqk17p,,,,ebook,,,,,,,Ancient World Digital Library,global.5644.217,746172834,,746172834,,003497766,monograph,,,,,,,,free,http://dlib.nyu.edu/awdl/books/graecoegyptianco00edga
,,oclc ws,Grec et Latin en 1989 et 1990,,,,,,,,,,http://hdl.handle.net/2333.1/9p8czg66,Ghislaine Viré,,,ebook,,,,,,,Ancient World Digital Library,global.5644.217,1022281856,,1022281856,,005986989,monograph,,,,,,,,free,
,,oclc ws,Greek documentary papyri from Egypt in the Berlin Aegyptisches Museum,,,,,,,,,,http://hdl.handle.net/2333.1/08kprwkb,Nahum Cohen,,,ebook,,,,,,,Ancient World Digital Library,global.5644.217,682390865,,682390865,,004068921,monograph,,,,,,,,free,
,,oclc ws,Greek horoscopes,,,,,,,,,,http://hdl.handle.net/2333.1/5x69pfpv,O. Neugebauer,,,ebook,,,,,,,Ancient World Digital Library,global.5644.217,685250776 ,,685250776 ,,005986990,monograph,,,,,,,,free,
,,local update,Greek inscriptions /,,,,,,,,,,http://hdl.handle.net/2333.1/s1rn90p4,,,,ebook,,,,,,,Ancient World Digital Library,global.5644.217,746172836,,746172836,,003497774,monograph,,,,,,,,free,http://dlib.nyu.edu/awdl/books/greekinscription00miln
,,local update,Greek moulds /,,,,,,,,,,http://hdl.handle.net/2333.1/n8pk1067,,,,ebook,,,,,,,Ancient World Digital Library,global.5644.217,746172838,,746172838,,003497776,monograph,,,,,,,,free,http://dlib.nyu.edu/awdl/books/greekmoulds00edga
,,oclc ws,Greek papyri,,,,,,,,,,http://hdl.handle.net/2333.1/jdfn3731,Bernard P. Grenfell,,,ebook,,,,,,,Ancient World Digital Library,global.5644.217,746172839,,746172839,,003497778,monograph,,,,,,,,free,
,,oclc ws,Greek papyri in the British Museum vol. 1,,,,,,,,,,http://hdl.handle.net/2333.1/2z34twmq,Frederic G. Kenyon,,,ebook,,,,,,,Ancient World Digital Library,global.5644.217,569742726a,,569742726,,007566075,monograph,,,,,,,,free,
,,oclc ws,Greek papyri in the British Museum vol. 2,,,,,,,,,,http://hdl.handle.net/2333.1/z612jw8t,Frederic G. Kenyon,,,ebook,,,,,,,Ancient World Digital Library,global.5644.217,569742726b,,569742726,,007566075,monograph,,,,,,,,free,
,,oclc ws,Greek papyri in the British Museum vol. 3,,,,,,,,,,http://hdl.handle.net/2333.1/tdz08vsn,Frederic G. Kenyon,,,ebook,,,,,,,Ancient World Digital Library,global.5644.217,569742726c,,569742726,,007566075,monograph,,,,,,,,free,
,,local update,Greek sculpture,,,,,,,,,,http://hdl.handle.net/2333.1/hmgqnwcd,,,,ebook,,,,,,,Ancient World Digital Library,global.5644.217,733855588,,733855588,,003497779,monograph,,,,,,,,free,http://dlib.nyu.edu/awdl/books/greeksculpture00edga
,,oclc ws,Greek terms for Roman institutions,,,,,,,,,,http://hdl.handle.net/2333.1/dbrv1b19,Hugh J. Mason,,,ebook,,,,,,,Ancient World Digital Library,global.5644.217,681903291,,681903291,,004068221,monograph,,,,,,,,free,
,,local update,Greek vases / ,,,,,,,,,,http://hdl.handle.net/2333.1/cvdncvw9,,,,ebook,,,,,,,Ancient World Digital Library,global.5644.217,746172844,,746172844,,003497782,monograph,,,,,,,,free,http://dlib.nyu.edu/awdl/books/greekvases00edga
,,oclc ws,Grundlagen des koptischen Satzbaus v.1,,,,,,,,,,http://hdl.handle.net/2333.1/cnp5ht4z,Hans Jakob Polotsky,,,ebook,,,,,,,Ancient World Digital Library,global.5644.217,664425573a,,664425573,,004068796,monograph,,,1,,,,,free,
,,oclc ws,Grundlagen des koptischen Satzbaus v.2,,,,,,,,,,http://hdl.handle.net/2333.1/rn8pk58j,Hans Jakob Polotsky,,,ebook,,,,,,,Ancient World Digital Library,global.5644.217,664425573b,,664425573,,004068796,monograph,,,2,,,,,free,
,,local update,Guardians of the Gate : Angelic Vice Regency in Late Antiquity,,,,,,,,,,http://hdl.handle.net/2333.1/0zpc880j,Nathaniel Deutsch,,,,,,,,,,Ancient World Digital Library,global.5644.217,,,1224943183,,003709771,monograph,,,,,,,,free,
,,local update,Gudea's Temple Building : The Representation of an Early Mesopotamian Ruler in Text and Image,,,,,,,,,,http://hdl.handle.net/2333.1/v15dv5xz,C.E. Suter,,,,,,,,,,Ancient World Digital Library,global.5644.217,,,1224917159,,003709831,monograph,,,,,,,,free,
"updated M, AN - JAS 4/12/21 ",,oclc ws,Histoire de l'ordre lotiforme : ètude d'archèlogie ègyptienne /,,,,,,,,,,http://hdl.handle.net/2333.1/bvq83npm,,,,ebook,,,,,,,Ancient World Digital Library,global.5644.217,746172849,,746172849,,003497800,monograph,,,,,,,,free,http://dlib.nyu.edu/awdl/books/histoiredelordre00fouc
,,local update,Historical studies /,,,,,,,,,,http://hdl.handle.net/2333.1/73n5tn5c,,,,ebook,,,,,,,Ancient World Digital Library,global.5644.217,746172851,,746172851,,003497803,monograph,,,,,,,,free,http://dlib.nyu.edu/awdl/books/historicalstudie00knob
,,oclc ws,History and Historical Writing in Ancient Israel : Studies in Biblical Historiography,,,,,,,,,,http://hdl.handle.net/2333.1/t1g1jzpv,Tomoo Ishida,,,ebook,,,,,,,Ancient World Digital Library,global.5644.217,607442964,,607442964,,003710175,monograph,,,,,,,,free,
,,oclc ws,"Images, power, and politics",,,,,,,,,,http://hdl.handle.net/2333.1/j6q578zf,Barbara N. Porter,,,ebook,,,,,,,Ancient World Digital Library,global.5644.217,1022269371,,1022269371,,005987001,monograph,,,,,,,,free,
,,oclc ws,Imperial estates in Roman Egypt,,,,,,,,,,http://hdl.handle.net/2333.1/0gb5mrbr,George M. Parássoglou,,,ebook,,,,,,,Ancient World Digital Library,global.5644.217,763082288,,763082288,,004068225,monograph,,,,,,,,free,
,,oclc ws,In pursuit of invisibility : ritual texts from Late Roman Egypt,,,,,,,,,,http://hdl.handle.net/2333.1/bnzs7kwq,Richard L. Phillips,,,ebook,,,,,,,Ancient World Digital Library,global.5644.217,1046056912,,1046056912,,004068928,monograph,,,,,,,,free,
,,oclc ws,Inventory of compulsory services in Ptolemaic and Roman Egypt,,,,,,,,,,http://hdl.handle.net/2333.1/547d809c,Naphtali Lewis,,,ebook,,,,,,,Ancient World Digital Library,global.5644.217,669336162,,669336162,,004092982,monograph,,,,,,,,free,
Use oclc # 645638125,,oclc ws,ISAW newsletter,,,,2008,,,,,,http://isaw.nyu.edu/publications/newsletters,,,,fulltext,,,,,,,Ancient World Digital Library,global.5644.217,645638125,,645638125,,007839073,serial,,,,,,,,free,
 ,,oclc ws,ISAW papers,,2164-1471,2164-1471,2011,,,,,,http://isaw.nyu.edu/publications/isaw-papers,,,,fulltext,,,,,,,Ancient World Digital Library,global.5644.217,c5644.330,,756047783,,003551336,serial,,,,,,,,free,
,,oclc ws,It is our father who writes : orders from the Monastery of Apollo at Bawit (P.Bawit Clackson),,,,,,,,,,http://hdl.handle.net/2333.1/gf1vhmd4,Sarah Clackson,,,ebook,,,,,,,Ancient World Digital Library,global.5644.217,1046056239,,1046056239,,004084897,monograph,,,,,,,,free,
Updated this line,,local update,Ivory from Muziris,,,,,,,,,,http://doi.org/2333.1/p5hqc1c7,Federico De Romanis,,,,,,,,,,Ancient World Digital Library,global.5644.217,,,1225156152,,003973240,monograph,,,,,,,,free,
,,oclc ws,"Judaea and Mediterranean Politics, 219 to 161 B.C.E.",,,,,,,,,,http://hdl.handle.net/2333.1/w6m907nf,Dov Gera,,,ebook,,,,,,,Ancient World Digital Library,global.5644.217,645886318,,645886318,,003709773,monograph,,,,,,,,free,
add title manually and shared global on 12/10/2020 jk,,new title,Karanòg v.3,,,,,,,,,,http://hdl.handle.net/2333.1/3bk3jg9s,David Randall-MacIver,,,ebook,,,,,,,Ancient World Digital Library,global.5644.217,,,271188482,,003497816,monograph,,,,,,3,,free,
add title manually and shared global on 12/10/2020 jk,,new title,Karanòg v.4,,,,,,,,,,http://hdl.handle.net/2333.1/2bvq8830,David Randall-MacIver,,,ebook,,,,,,,Ancient World Digital Library,global.5644.217,,,271188482,,003497816,monograph,,,,,,4,,free,
,,local update,Königliche Verfügungen in altbabylonischer Zeit,,,,,,,,,,http://hdl.handle.net/2333.1/80gb5pd0,F.R. Kraus,,,,,,,,,,Ancient World Digital Library,global.5644.217,,,1224936904,,003709761,monograph,,,,,,,,free,
,,local update,Koptische Kunst /,,,,,,,,,,http://hdl.handle.net/2333.1/ttdz0krd,,,,ebook,,,,,,,Ancient World Digital Library,global.5644.217,746172852,,746172852,,003497823,monograph,,,,,,,,free,http://dlib.nyu.edu/awdl/books/koptischekunst00strz
,,local update,Koptos,,,,,,,,,,http://hdl.handle.net/2333.1/q573ngxw,,,,ebook,,,,,,,Ancient World Digital Library,global.5644.217,920220585,,920220585,,003497831,monograph,,,,,,,,free,http://dlib.nyu.edu/awdl/books/koptos00petr
,,oclc ws,Kos between Hellenism and Rome,,,,,,,,,,http://hdl.handle.net/2333.1/z612jwsf,Kostas Buraselis,,,ebook,,,,,,,Ancient World Digital Library,global.5644.217,81905753,,81905753,,007566626,monograph,,,,,,,,free,
 ,,oclc ws,"Kronos, Shiva, & Asklepios : studies in magical gems and religions of the Roman Empire",,,,2011,,,2011,,,http://hdl.handle.net/2333.1/2547df4h,"Mastrocinque, Attilio",,,ebook,,American Philosophical Society,,,,,Ancient World Digital Library,global.5644.217,c5644.424,,900165399,,005986994,monograph,,,,,,,,free,
,,oclc ws,L'agronomie de la Mésopotamie antique : Analyse du «Livre de l'agriculture nabatéenne» de Qûtâmä,,,,1995,,,1995,,,http://hdl.handle.net/2333.1/47d7wnv8,Mohammed El Faïz,,,ebook,,Brill,,,,,Ancient World Digital Library,global.5644.217,c5644.851,,945912262,,003710182,monograph,,,,,,,,free,
,,local update,"L'art égyptien : choix de documents, accompagnés d'indications bibliographiques",,,,,,,,,,http://hdl.handle.net/2333.1/p5hqc8q3,,,,ebook,,,,,,,Ancient World Digital Library,global.5644.217,707604193,,707604193,,003497857,monograph,,,,,,,,free,http://dlib.nyu.edu/awdl/books/lartgyptiencho00capa
 ,,oclc ws,L'Exploration des nécropoles de la montagne d'Antinoë : fouilles exécutées en 1901-1902,,,,,,,,,,http://hdl.handle.net/2333.1/vq83bw9t,,,,ebook,,,,,,,Ancient World Digital Library,global.5644.217,746172877,,746172877,,003497879,monograph,,,,,,,,free,http://dlib.nyu.edu/awdl/books/lexplorationdesn00slsn
,,local update,La faune momifiée de l'antique Égypte,,,,,,,,,,http://hdl.handle.net/2333.1/9w0vtffh,,,,ebook,,,,,,,Ancient World Digital Library,global.5644.217,733869120,,733869120,,003497842,monograph,,,,,,,,free,http://dlib.nyu.edu/awdl/books/lafaunemomifie00gail
"updated M, AN - JAS 4/12/21 ",,oclc ws,La mosquée el-Rifaï au Caire,,,,,,,,,,http://hdl.handle.net/2333.1/2bvq8dc,,,,ebook,,,,,,,Ancient World Digital Library,global.5644.217,746172857,,746172857,,003497848,monograph,,,,,,,,free,http://dlib.nyu.edu/awdl/books/lamosqueelrifa00herz
"updated M, AN - JAS 4/12/21 ",,oclc ws,La necropoli di Sciatbi (v.1),,,,,,,,,,http://hdl.handle.net/2333.1/xksn0d22,,,,ebook,,,,,,,Ancient World Digital Library,global.5644.217,769625962a,,769625962,,003497851,monograph,,,1,,,,,free,http://dlib.nyu.edu/awdl/books/lanecropolidisci01brec
"updated M, AN - JAS 4/12/21 ",,oclc ws,La necropoli di Sciatbi (v.2),,,,,,,,,,http://hdl.handle.net/2333.1/sxksn965,,,,ebook,,,,,,,Ancient World Digital Library,global.5644.217,769625962b,,769625962,,003497851,monograph,,,2,,,,,free,http://dlib.nyu.edu/awdl/books/lanecropolidisci02brec
,,oclc ws,La reine Hatchepsout : Sources et problèmes,,,,,,,,,,http://hdl.handle.net/2333.1/rxwdbtpg,S. Ratié,,,ebook,,,,,,,Ancient World Digital Library,global.5644.217,644242675,,644242675,,003709762,monograph,,,,,,,,free,
,,oclc ws,La sitométrie dans les archives de Zénon,,,,,,,,,,http://hdl.handle.net/2333.1/bnzs7nxc,T. Reekmans,,,ebook,,,,,,,Ancient World Digital Library,global.5644.217,669331691,,669331691,,005684199,monograph,,,,,,,,free,
,,oclc ws,Le bordereau d'ensemencement dans l'Égypte ptolémaïque,,,,,,,,,,http://hdl.handle.net/2333.1/34tmpnfv,Pierre Vidal-Naquet,,,ebook,,,,,,,Ancient World Digital Library,global.5644.217,682462952,,682462952,,005987013,monograph,,,,,,,,free,
,,local update,"Le livre des rois d'Égypte : recueil de titres et protocoles royaux, noms propres de rois, reines, princes et princesses, noms de pyramides et de temples solaires, suivi d'un index alphabétique",,,,,,,,,,http://hdl.handle.net/2333.1/jdfn386z,,,,ebook,,,,,,,Ancient World Digital Library,global.5644.217,746172863,,746172863,,003497859,monograph,,,,,,,,free,http://dlib.nyu.edu/awdl/books/lelivredesroisd21gaut
,,local update,Le musée des bateaux de Chéops près la grande pyramide de Gizah,,,,,,,,,,http://hdl.handle.net/2333.1/dncjt7n7,,,,ebook,,,,,,,Ancient World Digital Library,global.5644.217,746172864,,746172864,,003497862,monograph,,,,,,,,free,http://dlib.nyu.edu/awdl/books/lemusedesbatea00unit
,,local update,Le Musée égyptien recueil de monuments et de notices sur les fouilles d'Égypte,,,,,,,,,,http://hdl.handle.net/2333.1/8w9gj73v,,,,ebook,,,,,,,Ancient World Digital Library,global.5644.217,746172866,,746172866,,003497863,monograph,,,,,,,,free,http://dlib.nyu.edu/awdl/books/lemusegyptie02egyp
,,oclc ws,Le Nome Hermopolite,,,,,,,,,,http://hdl.handle.net/2333.1/g4f4qx0v,Marie Drew-Bear,,,ebook,,,,,,,Ancient World Digital Library,global.5644.217,681278018,,681278018,,004084287,monograph,,,,,,,,free,
,,oclc ws,"Le régime administratif de l'eau du Nil dans l'Égypte grecque, romaine et byzantine",,,,,,,,,,http://hdl.handle.net/2333.1/z08kptmw,Danielle Bonneau,,,ebook,,,,,,,Ancient World Digital Library,global.5644.217,651677013,,651677013,,003709893,monograph,,,,,,,,free,
,,oclc ws,Le stratège du nome,,,,,,,,,,http://hdl.handle.net/2333.1/k6djhh6k,Nicolas Hohlwein,,,ebook,,,,,,,Ancient World Digital Library,global.5644.217,669331686,,669331686,,005987019,monograph,,,,,,,,free,
"updated M, AN - JAS 4/12/21 ",,oclc ws,Le temple de Kalabchah (fasc.1),,,,,,,,,,http://hdl.handle.net/2333.1/rxwdc30g,,,,ebook,,,,,,,Ancient World Digital Library,global.5644.217,746172869a,,746172869,,003497866,monograph,,,,,,,,free,http://dlib.nyu.edu/awdl/books/letempledekalabc01gaut
"updated M, AN - JAS 4/12/21 ",,oclc ws,Le temple de Kalabchah (fasc.2),,,,,,,,,,http://hdl.handle.net/2333.1/n5tb32hd,,,,ebook,,,,,,,Ancient World Digital Library,global.5644.217,746172869b,,746172869,,003497866,monograph,,,,,,,,free,http://dlib.nyu.edu/awdl/books/letempledekalabc02gaut
"updated M, AN - JAS 4/12/21 ",,oclc ws,Le temple de Kalabchah (fasc.3),,,,,,,,,,http://hdl.handle.net/2333.1/hdr7t204,,,,ebook,,,,,,,Ancient World Digital Library,global.5644.217,746172869c,,746172869,,003497866,monograph,,,,,,,,free,http://dlib.nyu.edu/awdl/books/letempledekalabc03gaut
"updated M, AN - JAS 4/12/21; updated title JS 3/31/21",,oclc ws,Le temple de Ouadi es-Sebouâ‚,,,,,,,,,,http://hdl.handle.net/2333.1/cnp5j1d9,,,,ebook,,,,,,,Ancient World Digital Library,global.5644.217,746172873,,746172873,,003497871,monograph,,,,,,,,free,http://dlib.nyu.edu/awdl/books/letempledeouadie01gaut
"updated M, AN - JAS 4/12/21 ",,oclc ws,Leçons sur l'art égyptien,,,,,,,,,,http://hdl.handle.net/2333.1/d7wm3jtp,,,,ebook,,,,,,,Ancient World Digital Library,global.5644.217,565971799,,565971799,,003498372,monograph,,,,,,,,free,http://dlib.nyu.edu/awdl/books/leonssurlart00capa
,,local update,Les antiquites egyptiennes de la collection Fouquet,,,,,,,,,,http://hdl.handle.net/2333.1/547d86ms,,,,ebook,,,,,,,Ancient World Digital Library,global.5644.217,746177332,,746177332,,003498368,monograph,,,,,,,,free,http://dlib.nyu.edu/awdl/books/lesantiquits00fouq
"updated M, AN - JAS 4/12/21 ",,oclc ws,Les débuts de l’art en Égypte,,,,,,,,,,http://hdl.handle.net/2333.1/69p8d8b4,,,,ebook,,,,,,,Ancient World Digital Library,global.5644.217,894278021,,894278021,,003497736,monograph,,,,,,,,free,http://dlib.nyu.edu/awdl/books/einfhrungindie00biss
,,oclc ws,Les ostraca grecs de la collection Charles-Edwin Wilbour au Musée de Brooklyn,,,,,,,,,,http://hdl.handle.net/2333.1/6q573xnt,Claire Préaux,,,ebook,,,,,,,Ancient World Digital Library,global.5644.217,1176371766,,1176371766,,007572641,monograph,,,,,,,,free,
,,local update,Les portraits d'Antinoé au Musée Guimet,,,,,,,,,,http://hdl.handle.net/2333.1/wpzgn3gc,,,,ebook,,,,,,,Ancient World Digital Library,global.5644.217,746172867,,746172867,,003497864,monograph,,,,,,,,free,http://dlib.nyu.edu/awdl/books/lesportraitsdant00guim
,,oclc ws,Les ressources et les activités économiques des églises en Égypte du IVe au VIIIe siècle,,,,,,,,,,http://hdl.handle.net/2333.1/ffbg7gqg,Ewa Wipszycka,,,ebook,,,,,,,Ancient World Digital Library,global.5644.217,681860804 ,,681860804 ,,005823937,monograph,,,,,,,,free,
,,oclc ws,"Les titulatures impériales dans les papyrus, les ostraca et les inscriptions d'Égypte (30 a.C.-284 p.C.)",,,,,,,,,,http://hdl.handle.net/2333.1/gf1vhpdj,Paul Bureth,,,ebook,,,,,,,Ancient World Digital Library,global.5644.217,680115902,,680115902,,005684181,monograph,,,,,,,,free,
,,oclc ws,"Letters from Collections in Philadelphia, Chicago and Berkeley",,,,,,,,,,http://hdl.handle.net/2333.1/8931zfkz,M. Stol,,,ebook,,,,,,,Ancient World Digital Library,global.5644.217,945914503,,945914503,,003709721,monograph,,,,,,,,free,
,,local update,Letters from Yale : Transliterated and Translated,,,,,,,,,,http://hdl.handle.net/2333.1/mgqnkc5s,M. Stol,,,,,,,,,,Ancient World Digital Library,global.5644.217,,,1182549981,,003709733,monograph,,,,,,,,free,
,,local update,"Letters in the British Museum : Transliterated and Translated, Part 2",,,,,,,,,,http://hdl.handle.net/2333.1/4j0zpf1g,W.H. van Soldt,,,,,,,,,,Ancient World Digital Library,global.5644.217,,,1182548472,,003709736,monograph,,,,,,,,free,
,,local update,Lob der Ištar : Gebet und Ritual an die altbabylonische Venusgöttin,,,,,,,,,,http://hdl.handle.net/2333.1/qfttf0vp,B. Groneberg,,,,,,,,,,Ancient World Digital Library,global.5644.217,,,1224930114,,003709850,monograph,,,,,,,,free,
,,oclc ws,Magic and divination in ancient Palestine and Syria,,9789004105133,,1996,,,1996,,,http://hdl.handle.net/2333.1/59zw3svk,"Jeffers, Ann.",,,ebook,,Brill,,,,,Ancient World Digital Library,global.5644.217,c5644.847,,1141869171,,003710187,monograph,,,,,,,,free,
