publication_title	print_identifier	online_identifier	date_first_issue_online	num_first_vol_online	num_first_issue_online	date_last_issue_online	num_last_vol_online	num_last_issue_online	title_url	first_author	title_id	embargo_info	coverage_depth	coverage_notes	publisher_name	location	title_notes	staff_notes	vendor_id	oclc_collection_name	oclc_collection_id	oclc_entry_id	oclc_linkscheme	oclc_number	publication_type	date_monograph_published_print	date_monograph_published_online	monograph_volume	monograph_edition	first_editor	parent_publication_title_id	preceding_publication_title_id	access_type
The mastaba of Ptahhetep and Akhethetep at Saqqareh 									http://hdl.handle.net/2333.1/gf1vhtqj		gf1vhtqj		fulltext							Ancient World Digital Library	global.5644.217	746172882		746172882	monograph								free
The Michigan medical codex (P. Mich. 758=P. Mich. inv. 21) (P.Mich. XVII) 									http://hdl.handle.net/2333.1/vmcvdr70	Louise Canberg Youtie	vmcvdr70		fulltext							Ancient World Digital Library	global.5644.217	681441903		681441903	monograph								free
The Monuments of Seti I : Epigraphic, Historical and Art Historical Analysis 									http://hdl.handle.net/2333.1/69p8d11h	Peter J. Brand	69p8d11h		fulltext							Ancient World Digital Library	global.5644.217	606559241		606559241	monograph								free
The moon phase anomaly in the Antikythera mechanism 									http://doi.org/2333.1/3ffbgd1v		3ffbgd1v		fulltext							Ancient World Digital Library	global.5644.217	948029229		948029229	monograph								free
The Philistines in Transition : A History from ca. 1000 - 730 B.C.E. 									http://hdl.handle.net/2333.1/pg4f4skd	Carl S. Ehrlich	pg4f4skd		fulltext							Ancient World Digital Library	global.5644.217			1224915371	monograph								free
The Production and Use of Vegetable Oils in Ptolemaic Egypt 									http://hdl.handle.net/2333.1/c2fqzbfs	D. Brent Sandy	c2fqzbfs		fulltext							Ancient World Digital Library	global.5644.217	970346803		970346803	monograph								free
The Ptolemaic and Roman idios logos 									http://hdl.handle.net/2333.1/n02v72f2	Paul R. Swarney	n02v72f2		fulltext							Ancient World Digital Library	global.5644.217	894172909		894172909	monograph								free
The Ptolemaic Basilikos Grammateus 									http://hdl.handle.net/2333.1/7d7wm7m8	John F. Oates	7d7wm7m8		fulltext							Ancient World Digital Library	global.5644.217	680076168		680076168	monograph								free
The Purity of Kingship : An Edition of <i>CHT 569</i> and Related Hittite Oracle Inquiries of Tuth̬aliya IV 									http://hdl.handle.net/2333.1/fxpnvztw	Theo van den Hout	fxpnvztw		fulltext							Ancient World Digital Library	global.5644.217	645898240		645898240	monograph								free
The Quartier du Stade on late Hellenistic Delos : a case study of rapid urbanization (fieldwork seasons 2009-2010) 									http://doi.org/2333.1/51c5b1dw		51c5b1dw		fulltext							Ancient World Digital Library	global.5644.217	828186971		828186971	monograph								free
The rock tombs of El Amarna (14th) 									http://hdl.handle.net/2333.1/qrfj719c		qrfj719c		fulltext							Ancient World Digital Library	global.5644.217	746177267a		746177267	monograph								free
The rock tombs of El Amarna (16th) 									http://hdl.handle.net/2333.1/m37pvxfb		m37pvxfb		fulltext							Ancient World Digital Library	global.5644.217	746177267b		746177267	monograph								free
The rock tombs of El Amarna (17th) 									http://hdl.handle.net/2333.1/gb5mkwz7		gb5mkwz7		fulltext							Ancient World Digital Library	global.5644.217	746177267c		746177267	monograph								free
The rock tombs of El Amarna (18th) 									http://hdl.handle.net/2333.1/bk3j9wgb		bk3j9wgb		fulltext							Ancient World Digital Library	global.5644.217	746177267d		746177267	monograph								free
The sacred officials of the Eleusinian Mysteries 									http://hdl.handle.net/2333.1/kwh711z1	Kevin Clinton	kwh711z1		fulltext							Ancient World Digital Library	global.5644.217	988180071		988180071	monograph								free
The season's work at Ahnas and Beni Hasan : 1890-1891 									http://hdl.handle.net/2333.1/dncjt6j9	Edouard Naville	dncjt6j9		fulltext							Ancient World Digital Library	global.5644.217			1084814067	monograph								free
The slave systems of Greek and Roman antiquity 									http://hdl.handle.net/2333.1/1g1jx094	William Linn Westermann	1g1jx094		fulltext							Ancient World Digital Library	global.5644.217	1022269527		1022269527	monograph								free
The store-city of Pithom and the route of the Exodus 									http://hdl.handle.net/2333.1/nvx0khj2		nvx0khj2		fulltext							Ancient World Digital Library	global.5644.217	746177278		746177278	monograph								free
The story of ancient Egypt 									http://hdl.handle.net/2333.1/j3tx9h23		j3tx9h23		fulltext							Ancient World Digital Library	global.5644.217	746177279		746177279	monograph								free
The taxes in grain in Ptolemaic Egypt : 									http://hdl.handle.net/2333.1/189323w5	Zola M. Packman	189323w5		fulltext							Ancient World Digital Library	global.5644.217	681373748 		681373748 	monograph								free
The temple of Bîgeh 									http://hdl.handle.net/2333.1/q573nbpc	Aylward M. Blackman	q573nbpc		fulltext							Ancient World Digital Library	global.5644.217	746177288		746177288	monograph								free
The temple of Deir el Bahari, Introductory Memoir 									http://hdl.handle.net/2333.1/kd51cb57	Edouard Naville	kd51cb57		fulltext							Ancient World Digital Library	global.5644.217	697757014a		697757014	monograph								free
The temple of Deir el Bahari, pt.1 									http://hdl.handle.net/2333.1/95x69rh0	Edouard Naville	95x69rh0		fulltext							Ancient World Digital Library	global.5644.217	697757014b		697757014	monograph								free
The temple of Deir el Bahari, pt.2 									http://hdl.handle.net/2333.1/9zw3r494	Edouard Naville	9zw3r494		fulltext							Ancient World Digital Library	global.5644.217	697757014c		697757014	monograph								free
The temple of Deir el Bahari, pt.3 									http://hdl.handle.net/2333.1/f1vhhpqz	Edouard Naville	f1vhhpqz		fulltext							Ancient World Digital Library	global.5644.217	697757014d		697757014	monograph								free
The temple of Deir el Bahari, pt.4 									http://hdl.handle.net/2333.1/jsxksq78	Edouard Naville	jsxksq78		fulltext							Ancient World Digital Library	global.5644.217	697757014e		697757014	monograph								free
The temple of Deir el Bahari, pt.5 									http://hdl.handle.net/2333.1/t4b8gwv2	Edouard Naville	t4b8gwv2		fulltext							Ancient World Digital Library	global.5644.217	697757014f		697757014	monograph								free
The temple of Deir el Bahari, pt.6 									http://hdl.handle.net/2333.1/1rn8pn56	Edouard Naville	1rn8pn56		fulltext							Ancient World Digital Library	global.5644.217	697757014g		697757014	monograph								free
The temple of Derr 									http://hdl.handle.net/2333.1/12jm6f01		12jm6f01		fulltext							Ancient World Digital Library	global.5644.217	746177291		746177291	monograph								free
The tomb of Iouiya and Touiyou The finding of the tomb 									http://hdl.handle.net/2333.1/rn8pk9t7		rn8pk9t7		fulltext							Ancient World Digital Library	global.5644.217	961945392		961945392	monograph								free
The tomb of Perneb 									http://hdl.handle.net/2333.1/mw6m99bb		mw6m99bb		fulltext							Ancient World Digital Library	global.5644.217	746177294		746177294	monograph								free
The tomb of Puyemre at Thebes v.2 									http://hdl.handle.net/2333.1/v41ns43c	Norman de Garis Davies	v41ns43c		fulltext							Ancient World Digital Library	global.5644.217	970245183		970245183	monograph			2					free
The tomb of Siphtah : the monkey tomb and the gold tomb 									http://hdl.handle.net/2333.1/h44j18t1		h44j18t1		fulltext							Ancient World Digital Library	global.5644.217	746177295		746177295	monograph								free
The tomb of Thoutmôsis IV v.2 									http://hdl.handle.net/2333.1/7m0cg7r5		7m0cg7r5		fulltext							Ancient World Digital Library	global.5644.217	902871320		902871320	monograph								free
The tomb of two brothers 									http://hdl.handle.net/2333.1/3xsj44zt		3xsj44zt		fulltext							Ancient World Digital Library	global.5644.217	714663488		714663488	monograph								free
The town councils of Roman Egypt 									http://hdl.handle.net/2333.1/j3tx9bjf	Alan K. Bowman	j3tx9bjf		fulltext							Ancient World Digital Library	global.5644.217	681855010 		681855010 	monograph								free
The XIth dynasty temple at Deir el-Bahari (pt.1) 									http://hdl.handle.net/2333.1/1zcrjqj3		1zcrjqj3		fulltext							Ancient World Digital Library	global.5644.217	746177321a		746177321	monograph								free
The XIth dynasty temple at Deir el-Bahari (pt.2) 									http://hdl.handle.net/2333.1/x69p8q66		x69p8q66		fulltext							Ancient World Digital Library	global.5644.217	746177321b		746177321	monograph								free
The XIth dynasty temple at Deir el-Bahari (pt.3) 									http://hdl.handle.net/2333.1/sf7m0pmc		sf7m0pmc		fulltext							Ancient World Digital Library	global.5644.217	746177321c		746177321	monograph								free
Tomb of Yuaa and Thuiu 									http://hdl.handle.net/2333.1/05qfv4gt		05qfv4gt		fulltext							Ancient World Digital Library	global.5644.217	746177303		746177303	monograph								free
Tombs of the third Egyptian dynasty at Reqaqnah and Bet Khallaf 									http://hdl.handle.net/2333.1/vdnck454		vdnck454		fulltext							Ancient World Digital Library	global.5644.217	746102418		746102418	monograph								free
Tradition and Re-Interpretation in Jewish and Early Christian Literature : Essays in Honour of Jürgen C.H. Lebram 									http://hdl.handle.net/2333.1/s7h44kvm	J.W. van Henten	s7h44kvm		fulltext							Ancient World Digital Library	global.5644.217			1224920567	monograph								free
Transmitting a text through three languages : the future history of Galen's Peri anomalou dyskrasias 									http://hdl.handle.net/2333.1/qnk992hm	Gerrit Bos	qnk992hm		fulltext							Ancient World Digital Library	global.5644.217	1176470506		1176470506	monograph								free
Un codex fiscal hermopolite (P. Sorb. II 69) 									http://hdl.handle.net/2333.1/0cfxprkx	Jean Gascou	0cfxprkx		fulltext							Ancient World Digital Library	global.5644.217	682463030		682463030	monograph								free
Urkunden zum Ehe-, VermoÌˆgens- und Erbrecht aus verschiedenen neubabylonischen Archiven 									http://hdl.handle.net/2333.1/t4b8h07h	Cornelia Wunsch	t4b8h07h		fulltext							Ancient World Digital Library	global.5644.217	c5644.213		607008156	monograph								free
Varia 1977 : (Textes et mémoires, 7) 									http://hdl.handle.net/2333.1/d51c5crt		d51c5crt		fulltext							Ancient World Digital Library	global.5644.217	706002571		706002571	monograph								free
Vita viri clarissimi et famosissimi Kyriaci Anconitani 									http://hdl.handle.net/2333.1/wdbrv6kf	Francesco Scalamonti	wdbrv6kf		fulltext							Ancient World Digital Library	global.5644.217	988745810		988745810	monograph								free
Washington University papyri I 									http://hdl.handle.net/2333.1/12jm68f4	Verne Brinson Schuman	12jm68f4		fulltext							Ancient World Digital Library	global.5644.217	682462944		682462944	monograph								free
Weights and balances 									http://hdl.handle.net/2333.1/5qfttr16		5qfttr16		fulltext							Ancient World Digital Library	global.5644.217	746177320		746177320	monograph								free
Yale papyri in the Beinecke Rare Book and Manuscript Library v.1 									http://hdl.handle.net/2333.1/vdncjzkt	John F. Oates	vdncjzkt		fulltext							Ancient World Digital Library	global.5644.217	679990080a		679990080 	monograph			1					free
Yale papyri in the Beinecke Rare Book and Manuscript Library v.2 									http://hdl.handle.net/2333.1/wdbrv5rf	John F. Oates	wdbrv5rf		fulltext							Ancient World Digital Library	global.5644.217	679990080b		679990080	monograph			2					free
Zahl und Zeit : Grammatik der Numeralia und des Verbalsystems im Spätbablonischen 									http://hdl.handle.net/2333.1/v6wwq1c1	M.P. Streck	v6wwq1c1		fulltext							Ancient World Digital Library	global.5644.217	605288926		605288926	monograph								free
Zweiter Bericht über die Ausgrabung der Menas-heiligtümer in der Mareotiswüste : Sommer-campagne Juni-November 1906 									http://hdl.handle.net/2333.1/np5hqp2v		np5hqp2v		fulltext							Ancient World Digital Library	global.5644.217	746177322		746177322	monograph								free
Το μεγα βιβλιον [To mega biblion] : Book-Ends, End-Titles, and Coronides in Papyri with Hexametric Poetry Το μεγα βιβλιον [To mega biblion] : Book-Ends, End-Titles, and Coronides in Papyri with Hexametric Poetry									http://hdl.handle.net/2333.1/05qftzwh	Francesca Schironi	05qftzwh		fulltext							Ancient World Digital Library	global.5644.217	742674862		742674862	monograph								free
A late Romano-Egyptian house in the Dakhla Oasis : Amheida house B2 									http://hdl.handle.net/2333.1/41ns1vs7	Anna Lucille Boozer	41ns1vs7		fulltext							Ancient World Digital Library	global.5644.217	936177245		936177245	monograph								free
Linked open data for the ancient Mediterranean: structures, practices, prospects 									http://hdl.handle.net/2333.1/gqnk9kz2	Sarah E. Bond	gqnk9kz2		fulltext							Ancient World Digital Library	global.5644.217	1232925682		1232925682	monograph								free
Catalogue of textiles from burying-grounds in Egypt 									http://hdl.handle.net/2333.1/2ngf25jv		2ngf25jv		fulltext							Ancient World Digital Library	global.5644.217	610162165		610162165									free
Denkmaeler aus Aegypten und Aethiopien nach den zeichnungen der von Seiner Majestaet dem koenige von Preussen Friedrich Wilhelm IV 1-2 									http://hdl.handle.net/2333.1/c59zwdt8		c59zwdt8		fulltext							Ancient World Digital Library	global.5644.217	735043682		735043682									free
Egypt ancient sites and modern scenes 									http://hdl.handle.net/2333.1/v15dvf7s		v15dvf7s		fulltext							Ancient World Digital Library	global.5644.217	614948211		614948211									free
Fouilles à Dahchour 									http://hdl.handle.net/2333.1/t1g1k6zd		t1g1k6zd		fulltext							Ancient World Digital Library	global.5644.217	707077354		707077354									free
A history of Egypt 									http://hdl.handle.net/2333.1/3bk3jmkj		3bk3jmkj		fulltext							Ancient World Digital Library	global.5644.217	824682867		824682867									free
A history of Egypt from the earliest times to the Persian conquest 									http://hdl.handle.net/2333.1/hx3ffnjh		hx3ffnjh		fulltext							Ancient World Digital Library	global.5644.217	679372248		679372248									free
Lady Duff Gordon's letters from Egypt 									http://hdl.handle.net/2333.1/7wm380x6		7wm380x6		fulltext							Ancient World Digital Library	global.5644.217	276867536		276867536									free
Lahun 									http://hdl.handle.net/2333.1/63xsjdvn		63xsjdvn		fulltext							Ancient World Digital Library	global.5644.217	1047508284		1047508284									free
Lettres de Champollion le jeune 30 									http://hdl.handle.net/2333.1/47d7wx3m		47d7wx3m		fulltext							Ancient World Digital Library	global.5644.217	672618678 		672618678 									free
Metallgefässe 									http://hdl.handle.net/2333.1/37pvmpvc		37pvmpvc		fulltext							Ancient World Digital Library	global.5644.217	733974724		733974724									free
Les monuments dits Hycsos 									http://hdl.handle.net/2333.1/1c5b064w		1c5b064w		fulltext							Ancient World Digital Library	global.5644.217	682454989		682454989									free
Papyrus funéraires de la XXIe dynastie v.1 									http://hdl.handle.net/2333.1/189328g9		189328g9		fulltext							Ancient World Digital Library	global.5644.217	672642237		672642237									free
Papyrus funéraires de la XXIe dynastie v.2 									http://hdl.handle.net/2333.1/wh70s82r		wh70s82r		fulltext							Ancient World Digital Library	global.5644.217	672642237		672642237									free
Ruines et paysages d'Égypte 									http://hdl.handle.net/2333.1/z8w9gv18		z8w9gv18		fulltext							Ancient World Digital Library	global.5644.217	908790484		908790484									free
Scarabs and cylinders with names 									http://hdl.handle.net/2333.1/fbg79prj		fbg79prj		fulltext							Ancient World Digital Library	global.5644.217	55858262		55858262									free
The tomb of Thoutmôsis IV v.15 									http://hdl.handle.net/2333.1/cc2fr88h		cc2fr88h		fulltext							Ancient World Digital Library	global.5644.217	902871320		902871320									free
Travels in the Upper Egyptian deserts 									http://hdl.handle.net/2333.1/kwh7134n		kwh7134n		fulltext							Ancient World Digital Library	global.5644.217	654489440		654489440									free
Une rue de tombeaux à Saqqarah v.1 									http://hdl.handle.net/2333.1/bcc2g22t		bcc2g22t		fulltext							Ancient World Digital Library	global.5644.217	681407648		681407648									free
Une rue de tombeaux à Saqqarah v.2 									http://hdl.handle.net/2333.1/6q573z74		6q573z74		fulltext							Ancient World Digital Library	global.5644.217	681407648		681407648									free
Untersuchungen zur geschichte und altertumskunde Aegyptens 1-3 									http://hdl.handle.net/2333.1/2z34txrw		2z34txrw		fulltext							Ancient World Digital Library	global.5644.217	846440549		846440549									free
Untersuchungen zur geschichte und altertumskunde Aegyptens 8-9 									http://hdl.handle.net/2333.1/z612jxf7		z612jxf7		fulltext							Ancient World Digital Library	global.5644.217	846440549		846440549									free
Untersuchungen zur geschichte und altertumskunde Aegyptens 10:1 									http://hdl.handle.net/2333.1/tdz08wz2		tdz08wz2		fulltext							Ancient World Digital Library	global.5644.217	846440549		846440549									free
Untersuchungen zur geschichte und altertumskunde Aegyptens 11 									http://hdl.handle.net/2333.1/pnvx0wft		pnvx0wft		fulltext							Ancient World Digital Library	global.5644.217	846440549		846440549									free
Untersuchungen zur geschichte und altertumskunde Aegyptens 12 									http://hdl.handle.net/2333.1/jwstqvvv		jwstqvvv		fulltext							Ancient World Digital Library	global.5644.217	846440549		846440549									free
Untersuchungen zur geschichte und altertumskunde Aegyptens 13 									http://hdl.handle.net/2333.1/f4qrfvbr		f4qrfvbr		fulltext							Ancient World Digital Library	global.5644.217	846440549		846440549									free
Untersuchungen zur geschichte und altertumskunde Aegyptens 15 									http://hdl.handle.net/2333.1/9ghx3rh7		9ghx3rh7		fulltext							Ancient World Digital Library	global.5644.217	846440549		846440549									free
A handbook of the Egyptian rooms 									http://hdl.handle.net/2333.1/vt4b8sz6		vt4b8sz6		fulltext							Ancient World Digital Library	global.5644.217	903451319		903451319	monograph								free
Abydos v.22 									http://hdl.handle.net/2333.1/3j9kdg1p		3j9kdg1p		fulltext							Ancient World Digital Library	global.5644.217	603060474		603060474	monograph								free
Abydos v.24 									http://hdl.handle.net/2333.1/79cnpghk		79cnpghk		fulltext							Ancient World Digital Library	global.5644.217	603060474		603060474	monograph								free
Catalogue raisonné et historique des antiquités découvertes en Egypte 									http://hdl.handle.net/2333.1/6djhb61z		6djhb61z		fulltext							Ancient World Digital Library	global.5644.217	682197390		682197390	monograph								free
Der Porträtkopf der Königin Teje im Besitz von Dr. James Simon in Berlin v.18 									http://hdl.handle.net/2333.1/mpg4fftq		mpg4fftq		fulltext							Ancient World Digital Library	global.5644.217	746103147		746103147	monograph								free
Die aegyptischen denkmäler in St. Petersburg, Helsingfors, Upsala und Copenhagen 									http://hdl.handle.net/2333.1/w3r22k37		w3r22k37		fulltext							Ancient World Digital Library	global.5644.217	679331453		679331453	monograph								free
Egypt painted and described 									http://hdl.handle.net/2333.1/fqz61cnn	R. Talbot Kelly	fqz61cnn		fulltext							Ancient World Digital Library	global.5644.217	654957362		654957362	monograph								free
El Bersheh 									http://hdl.handle.net/2333.1/2jm647ts	Percy E. Newberry	2jm647ts		fulltext							Ancient World Digital Library	global.5644.217	780151927		780151927	monograph								free
Kunstwerke aus El-Amarna Bd.1 									http://hdl.handle.net/2333.1/kd51cgf0	Heinrich Schäfer	kd51cgf0		fulltext							Ancient World Digital Library	global.5644.217	685208042		685208042	monograph								free
Kunstwerke aus El-Amarna Bd.2 									http://hdl.handle.net/2333.1/fn2z3fzs	Heinrich Schäfer	fn2z3fzs		fulltext							Ancient World Digital Library	global.5644.217	685208042		685208042	monograph								free
Luxor & its temples 									http://hdl.handle.net/2333.1/qz612vsg	A.M. Blackman	qz612vsg		fulltext							Ancient World Digital Library	global.5644.217	602249610		602249610	monograph								free
Modern Egypt and Thebes 									http://hdl.handle.net/2333.1/ffbg7mgm	Gardner Wilkinson	ffbg7mgm		fulltext							Ancient World Digital Library	global.5644.217	285093691		285093691	monograph								free
The monuments of Upper Egypt 									http://hdl.handle.net/2333.1/612jmh53	Auguste Mariette	612jmh53		fulltext							Ancient World Digital Library	global.5644.217	600938528		600938528	monograph								free
Tools and weapons illustrated by the Egyptian collection in University College, London, and 2,000 outlines from other sources 									http://hdl.handle.net/2333.1/qnk993p1	W.M. Flinders Petrie	qnk993p1		fulltext							Ancient World Digital Library	global.5644.217	654516560		654516560	monograph								free
Two Theban princes 									http://hdl.handle.net/2333.1/g4f4r2kz	Colin Campbell	g4f4r2kz		fulltext							Ancient World Digital Library	global.5644.217	609906878		609906878	monograph								free
Spätbabylonische Texte zum lokalen und regionalen Handel sowie zum Fernhandel aus dem Eanna-Archiv 									http://hdl.handle.net/2333.1/0vt4bm7w	Kristin Kleber	0vt4bm7w		fulltext							Ancient World Digital Library	global.5644.217	1015240831		1015240831	monograph								free
The arrows of the sun 									http://hdl.handle.net/2333.1/w3r22kx1	John MacGinnis	w3r22kx1		fulltext							Ancient World Digital Library	global.5644.217	811005010		811005010	monograph								free
The archive of Mušēzib-Marduk, son of Kiribtu and descendant of Sîn-nāṣir 									http://hdl.handle.net/2333.1/rbnzskdn	Grant Frame	rbnzskdn		fulltext							Ancient World Digital Library	global.5644.217	837508831		837508831	monograph								free
