"note","date updated","status","publication_title","print_identifier","online_identifier","date_first_issue_online","num_first_vol_online","num_first_issue_online","date_last_issue_online","num_last_vol_online","num_last_issue_online","title_url","first_author","title_id","embargo_info","coverage_depth","notes","publisher_name","publication_type","date_monograph_published_print","date_monograph_published_online","monograph_volume","monograph_edition","first_editor","parent_publication_title_id","preceding_publication_title_id","access_type","location","title_notes","staff_notes","vendor_id","oclc_collection_name","oclc_collection_id","oclc_entry_id","oclc_linkscheme","oclc_number","ACTION","Aleph BSN","previous_url"
"Updated this line",,"oclc ws","Tables of Synodic Events from -800 to 1650 Using Modern and Almagest Models",,,,,,,,,"http://hdl.handle.net/2333.1/2fqz68dk","Christián C.Carman",,,"ebook",,,"monograph",,,,,,,,"free",,,,,"Ancient World Digital Library","global.5644.217",1091358189,,1091358189,,6622418,
,,"modified oclc ws","Tanis",,,,,,,,,"http://hdl.handle.net/2333.1/8kprrfzs",,,,"ebook",,,"monograph",,,,,,,,"free",,,,,"Ancient World Digital Library","global.5644.217",697758386,,697758386,,3498126,"http://dlib.nyu.edu/awdl/books/tanis04petr"
,,"oclc ws","Tarkhan I and Memphis V /",,,,,,,,,"http://hdl.handle.net/2333.1/4tmpgfgw",,,,"ebook",,,"monograph",,,,,,,,"free",,,,,"Ancient World Digital Library","global.5644.217",746177287,,746177287,,3498128,"http://dlib.nyu.edu/awdl/books/tarkhanimemphisv00petr"
,,"oclc ws","Textcorpus und Wörterbuch : Aspekte zur ägyptischen Lexikographie",,,,,,,,,"http://hdl.handle.net/2333.1/3ffbg94z","Herausgegeben von Stefan Grunert und Ingelore Hafemann",,,"ebook",,,"monograph",,,,,,,,"free",,,,,"Ancient World Digital Library","global.5644.217",606389399,,606389399,,3709886,
,,"modified oclc ws","The Age of Solomon : Scholarship at the Turn of the Millennium",,,,,,,,,"http://hdl.handle.net/2333.1/xsj3v06b","Lowell K. Handy",,,,,,"monograph",,,,,,,,"free",,,,,"Ancient World Digital Library","global.5644.217",,,1224941020,,3710165,
,,"modified oclc ws","The Amarna Scholarly Tablets",,,,,,,,,"http://hdl.handle.net/2333.1/66t1g3cx","S. Izre'el",,,,,,"monograph",,,,,,,,"free",,,,,"Ancient World Digital Library","global.5644.217",,,1224930388,,3709851,
,,"modified oclc ws","The Balaam Text from Deir 'Alla Re-Evaluated : Proceedings of the Symposium held at Leiden, 21-24 August 1989",,,,,,,,,"http://hdl.handle.net/2333.1/hqbzkjv4","J. Hoftijzer",,,,,,"monograph",,,,,,,,"free",,,,,"Ancient World Digital Library","global.5644.217",,,1224909030,,3710216,
,,"modified oclc ws","The book of the kings of Egypt : or, The Ka, Nebti, Horus, Suten Bat, and Rä names of the pharaohs with transliterations from Menes, the first dynastic king of Egypt, to the emperor Decius, with chapters on the royal names, chronology, etc",,,,,,,,,"http://hdl.handle.net/2333.1/1ns1rz9m",,,,"ebook",,,"monograph",,,,,,,,"free",,,,,"Ancient World Digital Library","global.5644.217",730929777,,730929777,,3459004,"http://dlib.nyu.edu/awdl/books/bookofkingsofegy02budg"
,,"modified oclc ws","The Care of the Elderly in the Ancient Near East",,,,,,,,,"http://hdl.handle.net/2333.1/dz08krk1","Marten Stol",,,,,,"monograph",,,,,,,,"free",,,,,"Ancient World Digital Library","global.5644.217",,,1224927093,,3710172,
"updated M, AN - JAS 4/12/21 ",,"oclc ws","The Cemeteries of Abydos (pt.3)",,,,,,,,,"http://hdl.handle.net/2333.1/b5mkm6kb",,,,"ebook",,,"monograph",,,,,,,,"free",,,,,"Ancient World Digital Library","global.5644.217",744746961,,744746961,,3497383,"http://dlib.nyu.edu/awdl/books/cemeteriesofabyd35egyp"
"updated M, AN - JAS 4/12/21 ",,"oclc ws","The civilization of the ancient Egyptians.",,,,,,,,,"http://hdl.handle.net/2333.1/fxpnw74w",,,,"ebook",,,"monograph",,,,,,,,"free",,,,,"Ancient World Digital Library","global.5644.217",697669343,,697669343,,3497387,"http://dlib.nyu.edu/awdl/books/civilizationofan00goss"
"Updated this line",,"oclc ws","The Constantian Monetary Revolution",,,,,,,,,"http://hdl.handle.net/2333.1/3n5tb9sc","Roger S. Bagnall",,,"ebook",,,"monograph",,,,,,,,"free",,,,,"Ancient World Digital Library","global.5644.217",1091058749,,1091058749,,6621542,
,,"oclc ws","The Construction of the Assyrian Empire : A Historical Study of the Inscriptions of Shalmaneser III (859-824 B.C.) Relating to His Campaigns to the West",,,,,,,,,"http://hdl.handle.net/2333.1/83bk3m3t","Shigeo Yamada",,,"ebook",,,"monograph",,,,,,,,"free",,,,,"Ancient World Digital Library","global.5644.217",606551562,,606551562,,3709786,
"updated link * taken care of oclc ws duplicate entry (check again if approved, jk 1/4/2021)",,"oclc ws","The cosmos in the Antikythera mechanism /",,,,,,,,,"http://doi.org/2333.1/xgxd26r7",,,,"ebook",,,"monograph",,,,,,,,"free",,,,,"Ancient World Digital Library","global.5644.217",828186961,,828186961,,3703817,
,,"oclc ws","The Domestication of Metals : The Rise of Complex Metal Industries in Anatolia",,,,,,,,,"http://hdl.handle.net/2333.1/gxd25616","K. Aslıhan Yener",,,"ebook",,,"monograph",,,,,,,,"free",,,,,"Ancient World Digital Library","global.5644.217",606497377,,606497377,,3709787,
,,"oclc ws","The Egyptian book of the dead",,,,,,,,,"http://hdl.handle.net/2333.1/zpc8695p","Charles Henry Stanley Davis",,,"ebook",,,"monograph",,,,,,,,"free",,,,,"Ancient World Digital Library","global.5644.217",812132275,,812132275,,4571762,
,,"oclc ws","The Elephantine papyri in English : three millennia of cross-cultural continuity and change",,,,,,,,,"http://hdl.handle.net/2333.1/q573n7pr","Bezalel Porten",,,"ebook",,,"monograph",,,,,,,,"free",,,,,"Ancient World Digital Library","global.5644.217",922645875,,922645875,,3709865,
"Updated this line",,"oclc ws","The epoch dates of the Antikythera mechanism",,,,,,,,,"http://hdl.handle.net/2333.1/ffbg7m07","Alexander Jones",,,"ebook",,,"monograph",,,,,,,,"free",,,,,"Ancient World Digital Library","global.5644.217",1141869012,,1141869012,,7480296,
,,"modified oclc ws","The Eschatology of the Book of Jubilees",,,,,,,,,"http://hdl.handle.net/2333.1/ncjsxnpn","G.L. Davenport",,,,,,"monograph",,,,,,,,"free",,,,,"Ancient World Digital Library","global.5644.217",,,1224929365,,3710194,
,,"oclc ws","The fall of Samaria : an historical and archaeological study",,,1992,,,1992,,,"http://hdl.handle.net/2333.1/pc866vxt","Bob Becking",,,"ebook",,"Brill","monograph",,,,,,,,"free",,,,,"Ancient World Digital Library","global.5644.217","c5644.849",,645909802,,3710179,
,,"modified oclc ws","The festival-hall of Osorkon II : in the great temple of Bubastis (1897-1889) /",,,,,,,,,"http://hdl.handle.net/2333.1/xsj3v7hz",,,,"ebook",,,"monograph",,,,,,,,"free",,,,,"Ancient World Digital Library","global.5644.217",746172827,,746172827,,3497742,"http://dlib.nyu.edu/awdl/books/festivalhallofos10navi"
,,"oclc ws","The four Greek hymns of Isidorus and the cult of Isis",,,,,,,,,"http://hdl.handle.net/2333.1/wm37pzfs","Vera Frederika Vanderlip",,,"ebook",,,"monograph",,,,,,,,"free",,,,,"Ancient World Digital Library","global.5644.217",681861070,,681861070,,4068219,
,,"oclc ws","The Harappan civilization and its writing a model for the decipherment of the Indus script",,,,,,,,,"http://hdl.handle.net/2333.1/d2547g3f","Walter A. Fairservis, Jr.",,,"ebook",,,"monograph",,,,,,,,"free",,,,,"Ancient World Digital Library","global.5644.217",643987607,,643987607,,3710217,
,,"oclc ws","The Herakleopolite Nome",,,,,,,,,"http://hdl.handle.net/2333.1/cc2fr3qm","Maria Rosaria Falivene",,,"ebook",,,"monograph",,,,,,,,"free",,,,,"Ancient World Digital Library","global.5644.217",682021056,,682021056,,4068909,
,,"oclc ws","The later Roman colonate and freedom",,,,,,,,,"http://hdl.handle.net/2333.1/tdz08w9g","Miroslava Mirković",,,"ebook",,,"monograph",,,,,,,,"free",,,,,"Ancient World Digital Library","global.5644.217",81171531,,81171531,,7570742,
,,"oclc ws","The Laws of Eshnunna",,,,,,,,,"http://hdl.handle.net/2333.1/ngf1vkbb","R. Yaron",,,"ebook",,,"monograph",,,,,,,,"free",,,,,"Ancient World Digital Library","global.5644.217",580775933,,580775933,,3710213,
,,"oclc ws","The Laws of the Hittites : A Critical Edition",,,,,,,,,"http://hdl.handle.net/2333.1/tx95x879","Harry Angier Hoffner, Jr.",,,"ebook",,,"monograph",,,,,,,,"free",,,,,"Ancient World Digital Library","global.5644.217",645880025,,645880025,,3709870,
"updated M, AN - JAS 4/12/21 ",,"oclc ws","The manners and customs of the ancient Egyptians (v.1)",,,,,,,,,"http://hdl.handle.net/2333.1/8gthtjbn",,,,"ebook",,,"monograph",,,1,,,,,"free",,,,,"Ancient World Digital Library","global.5644.217","746172879a",,746172879,,3497889,"http://dlib.nyu.edu/awdl/books/mannerscustomsof01wilk"
"updated M, AN - JAS 4/12/21 ",,"oclc ws","The manners and customs of the ancient Egyptians (v.2)",,,,,,,,,"http://hdl.handle.net/2333.1/4qrfjht9",,,,"ebook",,,"monograph",,,2,,,,,"free",,,,,"Ancient World Digital Library","global.5644.217","746172879b",,746172879,,3497889,"http://dlib.nyu.edu/awdl/books/mannerscustomsof02wilk"
"updated M, AN - JAS 4/12/21 ",,"oclc ws","The mastaba of Ptahhetep and Akhethetep at Saqqareh /",,,,,,,,,"http://hdl.handle.net/2333.1/gf1vhtqj",,,,"ebook",,,"monograph",,,,,,,,"free",,,,,"Ancient World Digital Library","global.5644.217",746172882,,746172882,,3497894,"http://dlib.nyu.edu/awdl/books/mastabaofptahhet09davi"
,,"oclc ws","The Michigan medical codex (P. Mich. 758=P. Mich. inv. 21) (P.Mich. XVII)",,,,,,,,,"http://hdl.handle.net/2333.1/vmcvdr70","Louise Canberg Youtie",,,"ebook",,,"monograph",,,,,,,,"free",,,,,"Ancient World Digital Library","global.5644.217",681441903,,681441903,,4068907,
,,"oclc ws","The Monuments of Seti I : Epigraphic, Historical and Art Historical Analysis",,,,,,,,,"http://hdl.handle.net/2333.1/69p8d11h","Peter J. Brand",,,"ebook",,,"monograph",,,,,,,,"free",,,,,"Ancient World Digital Library","global.5644.217",606559241,,606559241,,3709888,
"updated link * check oclc ws if approved , jk 1/5/2021",,"oclc ws","The moon phase anomaly in the Antikythera mechanism /",,,,,,,,,"http://doi.org/2333.1/3ffbgd1v",,,,"ebook",,,"monograph",,,,,,,,"free",,,,,"Ancient World Digital Library","global.5644.217",948029229,,948029229,,4277736,
,,"modified oclc ws","The Philistines in Transition : A History from ca. 1000 - 730 B.C.E.",,,,,,,,,"http://hdl.handle.net/2333.1/pg4f4skd","Carl S. Ehrlich",,,,,,"monograph",,,,,,,,"free",,,,,"Ancient World Digital Library","global.5644.217",,,1224915371,,3709898,
,,"oclc ws","The Production and Use of Vegetable Oils in Ptolemaic Egypt",,,,,,,,,"http://hdl.handle.net/2333.1/c2fqzbfs","D. Brent Sandy",,,"ebook",,,"monograph",,,,,,,,"free",,,,,"Ancient World Digital Library","global.5644.217",970346803,,970346803,,4571785,
,,"oclc ws","The Ptolemaic and Roman idios logos",,,,,,,,,"http://hdl.handle.net/2333.1/n02v72f2","Paul R. Swarney",,,"ebook",,,"monograph",,,,,,,,"free",,,,,"Ancient World Digital Library","global.5644.217",894172909,,894172909,,4068189,
,,"oclc ws","The Ptolemaic Basilikos Grammateus",,,,,,,,,"http://hdl.handle.net/2333.1/7d7wm7m8","John F. Oates",,,"ebook",,,"monograph",,,,,,,,"free",,,,,"Ancient World Digital Library","global.5644.217",680076168,,680076168,,4571787,
,,"oclc ws","The Purity of Kingship : An Edition of <i>CHT 569</i> and Related Hittite Oracle Inquiries of Tuth̬aliya IV",,,,,,,,,"http://hdl.handle.net/2333.1/fxpnvztw","Theo van den Hout",,,"ebook",,,"monograph",,,,,,,,"free",,,,,"Ancient World Digital Library","global.5644.217",645898240,,645898240,,3709873,
,,"oclc ws","The Quartier du Stade on late Hellenistic Delos : a case study of rapid urbanization (fieldwork seasons 2009-2010) /",,,,,,,,,"http://doi.org/2333.1/51c5b1dw",,,,"ebook",,,"monograph",,,,,,,,"free",,,,,"Ancient World Digital Library","global.5644.217",828186971,,828186971,,3703840,
"updated M, AN - JAS 4/12/21 ",,"oclc ws","The rock tombs of El Amarna (14th)",,,,,,,,,"http://hdl.handle.net/2333.1/qrfj719c",,,,"ebook",,,"monograph",,,,,,,,"free",,,,,"Ancient World Digital Library","global.5644.217","746177267a",,746177267,,3498091,"http://dlib.nyu.edu/awdl/books/rocktombsofelama14davi"
"updated M, AN - JAS 4/12/21 ",,"oclc ws","The rock tombs of El Amarna (16th)",,,,,,,,,"http://hdl.handle.net/2333.1/m37pvxfb",,,,"ebook",,,"monograph",,,,,,,,"free",,,,,"Ancient World Digital Library","global.5644.217","746177267b",,746177267,,3498091,"http://dlib.nyu.edu/awdl/books/rocktombsofelama16davi"
"updated M, AN - JAS 4/12/21 ",,"oclc ws","The rock tombs of El Amarna (17th)",,,,,,,,,"http://hdl.handle.net/2333.1/gb5mkwz7",,,,"ebook",,,"monograph",,,,,,,,"free",,,,,"Ancient World Digital Library","global.5644.217","746177267c",,746177267,,3498091,"http://dlib.nyu.edu/awdl/books/rocktombsofelama17davi"
"updated M, AN - JAS 4/12/21 ",,"oclc ws","The rock tombs of El Amarna (18th)",,,,,,,,,"http://hdl.handle.net/2333.1/bk3j9wgb",,,,"ebook",,,"monograph",,,,,,,,"free",,,,,"Ancient World Digital Library","global.5644.217","746177267d",,746177267,,3498091,"http://dlib.nyu.edu/awdl/books/rocktombsofelama18davi"
,,"oclc ws","The sacred officials of the Eleusinian Mysteries",,,,,,,,,"http://hdl.handle.net/2333.1/kwh711z1","Kevin Clinton",,,"ebook",,,"monograph",,,,,,,,"free",,,,,"Ancient World Digital Library","global.5644.217",988180071,,988180071,,7572882,
,,"modified oclc ws","The season's work at Ahnas and Beni Hasan : 1890-1891",,,,,,,,,"http://hdl.handle.net/2333.1/dncjt6j9","Edouard Naville",,,,,,"monograph",,,,,,,,"free",,,,,"Ancient World Digital Library","global.5644.217",,,1084814067,,3498113,
,,"oclc ws","The slave systems of Greek and Roman antiquity",,,,,,,,,"http://hdl.handle.net/2333.1/1g1jx094","William Linn Westermann",,,"ebook",,,"monograph",,,,,,,,"free",,,,,"Ancient World Digital Library","global.5644.217",1022269527,,1022269527,,5987000,
"updated M, AN - JAS 4/12/21 ",,"oclc ws","The store-city of Pithom and the route of the Exodus /",,,,,,,,,"http://hdl.handle.net/2333.1/nvx0khj2",,,,"ebook",,,"monograph",,,,,,,,"free",,,,,"Ancient World Digital Library","global.5644.217",746177278,,746177278,,3498119,"http://dlib.nyu.edu/awdl/books/storecityofpitho01navi"
,,"modified oclc ws","The story of ancient Egypt /",,,,,,,,,"http://hdl.handle.net/2333.1/j3tx9h23",,,,"ebook",,,"monograph",,,,,,,,"free",,,,,"Ancient World Digital Library","global.5644.217",746177279,,746177279,,3498120,"http://dlib.nyu.edu/awdl/books/storyofancienteg00rawl"
,,"oclc ws","The taxes in grain in Ptolemaic Egypt :",,,,,,,,,"http://hdl.handle.net/2333.1/189323w5","Zola M. Packman",,,"ebook",,,"monograph",,,,,,,,"free",,,,,"Ancient World Digital Library","global.5644.217",681373748,,681373748,,4068177,
,,"oclc ws","The temple of Bîgeh",,,,,,,,,"http://hdl.handle.net/2333.1/q573nbpc","Aylward M. Blackman",,,"ebook",,,"monograph",,,,,,,,"free",,,,,"Ancient World Digital Library","global.5644.217",746177288,,746177288,,3498130,
"OCLC # and title updated 1-8-21 gm",,"oclc ws","The temple of Deir el Bahari, Introductory Memoir",,,,,,,,,"http://hdl.handle.net/2333.1/kd51cb57","Edouard Naville",,,"ebook",,,"monograph",,,,,,,,"free",,,,,"Ancient World Digital Library","global.5644.217","697757014a",,697757014,,3498132,
"OCLC # and title updated 1-8-21 gm",,"oclc ws","The temple of Deir el Bahari, pt.1",,,,,,,,,"http://hdl.handle.net/2333.1/95x69rh0","Edouard Naville",,,"ebook",,,"monograph",,,,,,,,"free",,,,,"Ancient World Digital Library","global.5644.217","697757014b",,697757014,,3498132,
"OCLC # and title updated 1-8-21 gm",,"oclc ws","The temple of Deir el Bahari, pt.2",,,,,,,,,"http://hdl.handle.net/2333.1/9zw3r494","Edouard Naville",,,"ebook",,,"monograph",,,,,,,,"free",,,,,"Ancient World Digital Library","global.5644.217","697757014c",,697757014,,3498132,
"OCLC # and title updated 1-8-21 gm",,"oclc ws","The temple of Deir el Bahari, pt.3",,,,,,,,,"http://hdl.handle.net/2333.1/f1vhhpqz","Edouard Naville",,,"ebook",,,"monograph",,,,,,,,"free",,,,,"Ancient World Digital Library","global.5644.217","697757014d",,697757014,,3498132,
"OCLC # and title updated 1-8-21 gm",,"oclc ws","The temple of Deir el Bahari, pt.4",,,,,,,,,"http://hdl.handle.net/2333.1/jsxksq78","Edouard Naville",,,"ebook",,,"monograph",,,,,,,,"free",,,,,"Ancient World Digital Library","global.5644.217","697757014e",,697757014,,3498132,
"OCLC # and title updated 1-8-21 gm",,"oclc ws","The temple of Deir el Bahari, pt.5",,,,,,,,,"http://hdl.handle.net/2333.1/t4b8gwv2","Edouard Naville",,,"ebook",,,"monograph",,,,,,,,"free",,,,,"Ancient World Digital Library","global.5644.217","697757014f",,697757014,,3498132,
"OCLC # and title updated 1-8-21 gm",,"oclc ws","The temple of Deir el Bahari, pt.6",,,,,,,,,"http://hdl.handle.net/2333.1/1rn8pn56","Edouard Naville",,,"ebook",,,"monograph",,,,,,,,"free",,,,,"Ancient World Digital Library","global.5644.217","697757014g",,697757014,,3498132,
"Duplicate - Remove",,"oclc ws","The temple of Deir el Bahari.",,,,,,,,,"http://dlib.nyu.edu/awdl/books/templeofdeirelba12egyp",,,,"ebook",,,"monograph",,,,,,,,"free",,,,,"Ancient World Digital Library","global.5644.217",746177289,,697757014,,3498132,
,,"modified oclc ws","The temple of Derr /",,,,,,,,,"http://hdl.handle.net/2333.1/12jm6f01",,,,"ebook",,,"monograph",,,,,,,,"free",,,,,"Ancient World Digital Library","global.5644.217",746177291,,746177291,,3498137,"http://dlib.nyu.edu/awdl/books/templeofdendur00blac"
,,"modified oclc ws","The tomb of Iouiya and Touiyou The finding of the tomb",,,,,,,,,"http://hdl.handle.net/2333.1/rn8pk9t7",,,,"ebook",,,"monograph",,,,,,,,"free",,,,,"Ancient World Digital Library","global.5644.217",961945392,,961945392,,3498140,"http://dlib.nyu.edu/awdl/books/tombofiouiyatoui03davi"
,,"modified oclc ws","The tomb of Perneb /",,,,,,,,,"http://hdl.handle.net/2333.1/mw6m99bb",,,,"ebook",,,"monograph",,,,,,,,"free",,,,,"Ancient World Digital Library","global.5644.217",746177294,,746177294,,3498141,"http://dlib.nyu.edu/awdl/books/tombofpernebwith00metr"
,,"oclc ws","The tomb of Puyemre at Thebes v.2",,,,,,,,,"http://hdl.handle.net/2333.1/v41ns43c","Norman de Garis Davies",,,"ebook",,,"monograph",,,2,,,,,"free",,,,,"Ancient World Digital Library","global.5644.217",970245183,,970245183,,4571734,
,,"modified oclc ws","The tomb of Siphtah : the monkey tomb and the gold tomb /",,,,,,,,,"http://hdl.handle.net/2333.1/h44j18t1",,,,"ebook",,,"monograph",,,,,,,,"free",,,,,"Ancient World Digital Library","global.5644.217",746177295,,746177295,,3498142,"http://dlib.nyu.edu/awdl/books/tombofsiphtahmon04davi"
"updated title - JAS 4/12/21",,"modified oclc ws","The tomb of Thoutmôsis IV v.2",,,,,,,,,"http://hdl.handle.net/2333.1/7m0cg7r5",,,,"ebook",,,"monograph",,,,,,,,"free",,,,,"Ancient World Digital Library","global.5644.217",902871320,,902871320,,3498145,"http://dlib.nyu.edu/awdl/books/tombofthoutmsi02cart"
"updated M, AN - JAS 4/12/21 ",,"oclc ws","The tomb of two brothers",,,,,,,,,"http://hdl.handle.net/2333.1/3xsj44zt",,,,"ebook",,,"monograph",,,,,,,,"free",,,,,"Ancient World Digital Library","global.5644.217",714663488,,714663488,,3498217,"http://dlib.nyu.edu/awdl/books/tomboftwobrother00murr"
,,"oclc ws","The town councils of Roman Egypt",,,,,,,,,"http://hdl.handle.net/2333.1/j3tx9bjf","Alan K. Bowman",,,"ebook",,,"monograph",,,,,,,,"free",,,,,"Ancient World Digital Library","global.5644.217",681855010,,681855010,,4068218,
"updated M, AN - JAS 4/12/21 ",,"oclc ws","The XIth dynasty temple at Deir el-Bahari (pt.1)",,,,,,,,,"http://hdl.handle.net/2333.1/1zcrjqj3",,,,"ebook",,,"monograph",,,,,,,,"free",,,,,"Ancient World Digital Library","global.5644.217","746177321a",,746177321,,3498339,"http://dlib.nyu.edu/awdl/books/xithdynastytempl28navi"
"updated M, AN - JAS 4/12/21 ",,"oclc ws","The XIth dynasty temple at Deir el-Bahari (pt.2)",,,,,,,,,"http://hdl.handle.net/2333.1/x69p8q66",,,,"ebook",,,"monograph",,,,,,,,"free",,,,,"Ancient World Digital Library","global.5644.217","746177321b",,746177321,,3498339,"http://dlib.nyu.edu/awdl/books/xithdynastytempl30navi"
"updated M, AN - JAS 4/12/21 ",,"oclc ws","The XIth dynasty temple at Deir el-Bahari (pt.3)",,,,,,,,,"http://hdl.handle.net/2333.1/sf7m0pmc",,,,"ebook",,,"monograph",,,,,,,,"free",,,,,"Ancient World Digital Library","global.5644.217","746177321c",,746177321,,3498339,"http://dlib.nyu.edu/awdl/books/xithdynastytempl32navi"
,,"modified oclc ws","Tomb of Yuaa and Thuiu /",,,,,,,,,"http://hdl.handle.net/2333.1/05qfv4gt",,,,"ebook",,,"monograph",,,,,,,,"free",,,,,"Ancient World Digital Library","global.5644.217",746177303,,746177303,,3498218,"http://dlib.nyu.edu/awdl/books/tombofyuaathuiu00quib"
,,"oclc ws","Tombs of the third Egyptian dynasty at Reqaqnah and Bet Khallaf",,,,,,,,,"http://hdl.handle.net/2333.1/vdnck454",,,,"ebook",,,"monograph",,,,,,,,"free",,,,,"Ancient World Digital Library","global.5644.217",746102418,,746102418,,3498222,"http://dlib.nyu.edu/awdl/books/tombsofthirdegyp00gars"
,,"modified oclc ws","Tradition and Re-Interpretation in Jewish and Early Christian Literature : Essays in Honour of Jürgen C.H. Lebram",,,,,,,,,"http://hdl.handle.net/2333.1/s7h44kvm","J.W. van Henten",,,,,,"monograph",,,,,,,,"free",,,,,"Ancient World Digital Library","global.5644.217",,,1224920567,,3710205,
,,"oclc ws","Transmitting a text through three languages : the future history of Galen's Peri anomalou dyskrasias",,,,,,,,,"http://hdl.handle.net/2333.1/qnk992hm","Gerrit Bos",,,"ebook",,,"monograph",,,,,,,,"free",,,,,"Ancient World Digital Library","global.5644.217",1176470506,,1176470506,,7572885,
,,"oclc ws","Un codex fiscal hermopolite (P. Sorb. II 69)",,,,,,,,,"http://hdl.handle.net/2333.1/0cfxprkx","Jean Gascou",,,"ebook",,,"monograph",,,,,,,,"free",,,,,"Ancient World Digital Library","global.5644.217",682463030,,682463030,,4068901,
,,"oclc ws","Urkunden zum Ehe-, VermoÌˆgens- und Erbrecht aus verschiedenen neubabylonischen Archiven",,,,,,,,,"http://hdl.handle.net/2333.1/t4b8h07h","Cornelia Wunsch",,,"ebook",,,"monograph",,,,,,,,"free",,,,,"Ancient World Digital Library","global.5644.217","c5644.213",,607008156,,4978291,
,,"oclc ws","Varia 1977 : (Textes et mémoires, 7)",,,,,,,,,"http://hdl.handle.net/2333.1/d51c5crt",,,,"ebook",,,"monograph",,,,,,,,"free",,,,,"Ancient World Digital Library","global.5644.217",706002571,,706002571,,3709764,
,,"oclc ws","Vita viri clarissimi et famosissimi Kyriaci Anconitani",,,,,,,,,"http://hdl.handle.net/2333.1/wdbrv6kf","Francesco Scalamonti",,,"ebook",,,"monograph",,,,,,,,"free",,,,,"Ancient World Digital Library","global.5644.217",988745810,,988745810,,5987012,
,,"oclc ws","Washington University papyri I",,,,,,,,,"http://hdl.handle.net/2333.1/12jm68f4","Verne Brinson Schuman",,,"ebook",,,"monograph",,,,,,,,"free",,,,,"Ancient World Digital Library","global.5644.217",682462944,,682462944,,4213572,
,,"modified oclc ws","Weights and balances /",,,,,,,,,"http://hdl.handle.net/2333.1/5qfttr16",,,,"ebook",,,"monograph",,,,,,,,"free",,,,,"Ancient World Digital Library","global.5644.217",746177320,,746177320,,3498338,"http://dlib.nyu.edu/awdl/books/weightsbalances00weig"
,,"oclc ws","Yale papyri in the Beinecke Rare Book and Manuscript Library v.1",,,,,,,,,"http://hdl.handle.net/2333.1/vdncjzkt","John F. Oates",,,"ebook",,,"monograph",,,1,,,,,"free",,,,,"Ancient World Digital Library","global.5644.217","679990080a",,679990080,,4068174,
,,"oclc ws","Yale papyri in the Beinecke Rare Book and Manuscript Library v.2",,,,,,,,,"http://hdl.handle.net/2333.1/wdbrv5rf","John F. Oates",,,"ebook",,,"monograph",,,2,,,,,"free",,,,,"Ancient World Digital Library","global.5644.217","679990080b",,679990080,,4068174,
,,"oclc ws","Zahl und Zeit : Grammatik der Numeralia und des Verbalsystems im Spätbablonischen",,,,,,,,,"http://hdl.handle.net/2333.1/v6wwq1c1","M.P. Streck",,,"ebook",,,"monograph",,,,,,,,"free",,,,,"Ancient World Digital Library","global.5644.217",605288926,,605288926,,3709844,
,,"modified oclc ws","Zweiter Bericht über die Ausgrabung der Menas-heiligtümer in der Mareotiswüste : Sommer-campagne Juni-November 1906 /",,,,,,,,,"http://hdl.handle.net/2333.1/np5hqp2v",,,,"ebook",,,"monograph",,,,,,,,"free",,,,,"Ancient World Digital Library","global.5644.217",746177322,,746177322,,3498347,"http://dlib.nyu.edu/awdl/books/zweiterbericht00kauf"
,,"oclc ws","Το μεγα βιβλιον [To mega biblion] : Book-Ends, End-Titles, and Coronides in Papyri with Hexametric Poetry",,,,,,,,,"http://hdl.handle.net/2333.1/05qftzwh","Francesca Schironi",,,"ebook",,,"monograph",,,,,,,,"free",,,,,"Ancient World Digital Library","global.5644.217",742674862,,742674862,,4092980,
"New line added 1-11-21 gm",,"new title","A late Romano-Egyptian house in the Dakhla Oasis : Amheida house B2",,,,,,,,,"http://hdl.handle.net/2333.1/41ns1vs7","Anna Lucille Boozer",,,"ebook",,,"monograph",,,,,,,,"free",,,,,"Ancient World Digital Library","global.5644.217",936177245,,936177245,,4222876,
"New line added 1-26-21 gm",,"new title","Linked open data for the ancient Mediterranean: structures, practices, prospects",,,,,,,,,"http://hdl.handle.net/2333.1/gqnk9kz2","Sarah E. Bond",,,"ebook",,,"monograph",,,,,,,,"free",,,,,"Ancient World Digital Library","global.5644.217",1232925682,,1232925682,,7928743,
"MarcEdit needed. New line added 4-12-21 JAS. BSN added 4-22-21 GM",,"new title","The admonitions of an Egyptian sage from a hieratic papyrus in Leiden(Pap. Leiden 344 recto)",,,,,,,,,"http://hdl.handle.net/2333.1/gqnk9kwk","Sir Alan Gardiner",,,,,,,,,,,,,,"free",,,,,"Ancient World Digital Library","global.5644.217",,,,,3458981,
"MarcEdit needed. New line added 4-12-21 JAS",,"new title","Catalogue of textiles from burying-grounds in Egypt",,,,,,,,,"http://hdl.handle.net/2333.1/2ngf25jv",,,,,,,,,,,,,,,"free",,,,,"Ancient World Digital Library","global.5644.217",610162165,,610162165,,3497678,
"MarcEdit & local record update needed (mismatched 079; OCLC# here is correct). New line added 4-12-21 JAS. BSN added 4-22-21 GM",,"new title","Denkmaeler aus Aegypten und Aethiopien nach den zeichnungen der von Seiner Majestaet dem koenige von Preussen Friedrich Wilhelm IV 1-2",,,,,,,,,"http://hdl.handle.net/2333.1/c59zwdt8",,,,,,,,,,,,,,,"free",,,,,"Ancient World Digital Library","global.5644.217",735043682,,735043682,,3498351,
