note,date updated,status,publication_title_original,publication_title_transliteration,print_identifier,online_identifier,date_first_issue_online,num_first_vol_online,num_first_issue_online,date_last_issue_online,num_last_vol_online,num_last_issue_online,title_url,first_author,title_id,embargo_info,coverage_depth,coverage_notes,publisher_name,location,title_notes,staff_notes,vendor_id,oclc_collection_name,oclc_collection_id,oclc_entry_id,oclc_linkscheme,oclc_number,ACTION,Aleph BSN,publication_type,date_monograph_published_print,date_monograph_published_online,monograph_volume,monograph_edition,first_editor,parent_publication_title_id,preceding_publication_title_id,access_type,previous_url
,,oclc ws,Epimerismos,,,,,,,,,,http://hdl.handle.net/2333.1/pvmcvkzc,Günter Poethke,pvmcvkzc,,ebook,,,,,,,Ancient World Digital Library,global.5644.217,669336156,,669336156,raw,005987018,monograph,,,,,,,,free,
,,local update,Ersetzen und Entsühnen : Das Mittelhethitische Ersatzritual für den Großkönig Tuth̬alija (CTH *448.4) und verwandte Texte,,,,,,,,,,http://hdl.handle.net/2333.1/c59zw5hn,Piotr Taracha,c59zw5hn,,ebook,,,,,,,Ancient World Digital Library,global.5644.217,,,1224937324,raw,003709797,monograph,,,,,,,,free,
,,oclc ws,Essays and texts in honor of J. David Thomas,,,,,,,,,,http://hdl.handle.net/2333.1/7m0cg357,Traianos Gagos,7m0cg357,,ebook,,,,,,,Ancient World Digital Library,global.5644.217,682462981,,682462981,raw,004068918,monograph,,,,,,,,free,
,,oclc ws,Essays in honor of C. Bradford Welles,,,,,,,,,,http://hdl.handle.net/2333.1/51c5b4dh,Charles Bradford Welles,51c5b4dh,,ebook,,,,,,,Ancient World Digital Library,global.5644.217,603247881 ,,603247881 ,raw,004068172,monograph,,,,,,,,free,
,,local update,Essays on Ancient Egypt in Honour of Herman te Velde,,,,,,,,,,http://hdl.handle.net/2333.1/b5mkkzb1,J. van Dijk,b5mkkzb1,,ebook,,,,,,,Ancient World Digital Library,global.5644.217,,,1224929038,raw,003709755,monograph,,,,,,,,free,
,,oclc ws,"Études mithriaques : Actes du 2e Congrès International, Téhéran, du 1er au 8 septembre 1975. (Actes du Congrès, 4)",,,,,,,,,,http://hdl.handle.net/2333.1/905qfwnx,Jacques Duchesne-Guillemin,905qfwnx,,ebook,,,,,,,Ancient World Digital Library,global.5644.217,680174552,,680174552,raw,003709746,monograph,,,,,,,,free,
,,oclc ws,Euripides papyri,,,,,,,,,,http://hdl.handle.net/2333.1/47d7wrtn,Bruce E. Donovan,47d7wrtn,,ebook,,,,,,,Ancient World Digital Library,global.5644.217,1001281925,,1001281925,raw,005684905,monograph,,,,,,,,free,
,,local update,"Family Religion in Babylonia, Syria and Israel : Continuity and Change in the Forms of Religious Life",,,,,,,,,,http://hdl.handle.net/2333.1/931zctbr,Karel van der Toorn,931zctbr,,ebook,,,,,,,Ancient World Digital Library,global.5644.217,,,1224939789,raw,003710185,monograph,,,,,,,,free,
,,oclc ws,Gears from the Greeks,,,,,,,,,,http://hdl.handle.net/2333.1/jh9w12dk,Derek J. de Solla Price,jh9w12dk,,ebook,,,,,,,Ancient World Digital Library,global.5644.217,569538090,,569538090,raw,005986992,monograph,,,,,,,,free,
,,local update,Gilgameš et La Mort : Textes de Tell Haddad VI,,,,,,,,,,http://hdl.handle.net/2333.1/73n5tcws,A. Cavigneaux ,73n5tcws,,ebook,,,,,,,Ancient World Digital Library,global.5644.217,,,1224926227,raw,003709836,monograph,,,,,,,,free,
,,oclc ws,Gilgamesh and Akka,,,,,,,,,,http://hdl.handle.net/2333.1/b2rbp1jn,D. Katz,b2rbp1jn,,ebook,,,,,,,Ancient World Digital Library,global.5644.217,606116954,,606116954,raw,003709877,monograph,,,,,,,,free,
"updated M, AN - JAS 4/12/21; OCLC # and title updated 1-8-21 gm",,local update,Giza : Bericht über die von der Akademie der Wissenschaften in Wien auf gemeinsame Kosten mit Dr. Wilhelm Pelizaeus unternommenen Grabungen auf dem Friedhof des Alten Reiches bei den Pyramiden von Gīza (Bd.3),,,,,,,,,,http://hdl.handle.net/2333.1/w6m90gxt,,w6m90gxt,,ebook,,,,,,,Ancient World Digital Library,global.5644.217,746177335a,,727878969,raw,003498378,monograph,,,3,,,,,free,http://dlib.nyu.edu/awdl/books/gzaberichtbe03junk
"updated M, AN - JAS 4/12/21; OCLC # and title updated 1-8-21 gm",,local update,Giza : Bericht über die von der Akademie der Wissenschaften in Wien auf gemeinsame Kosten mit Dr. Wilhelm Pelizaeus unternommenen Grabungen auf dem Friedhof des Alten Reiches bei den Pyramiden von Gīza (Bd.7),,,,,,,,,,http://hdl.handle.net/2333.1/zkh18g03,,zkh18g03,,ebook,,,,,,,Ancient World Digital Library,global.5644.217,746177335e,,727878969,raw,003498378,monograph,,,7,,,,,free,http://dlib.nyu.edu/awdl/books/gzaberichtbe07junk
"updated M, AN - JAS 4/12/21; OCLC # and title updated 1-8-21 gm",,local update,Giza : Bericht über die von der Akademie der Wissenschaften in Wien auf gemeinsame Kosten mit Dr. Wilhelm Pelizaeus unternommenen Grabungen auf dem Friedhof des Alten Reiches bei den Pyramiden von Gīza (Bd.9),,,,,,,,,,http://hdl.handle.net/2333.1/rfj6qgc9,,rfj6qgc9,,ebook,,,,,,,Ancient World Digital Library,global.5644.217,746177335f,,727878969,raw,003498378,monograph,,,9,,,,,free,http://dlib.nyu.edu/awdl/books/gzaberichtbe09junk
OCLC # and title updated 1-8-21 gm,,local update,Gîza : Bericht über die von der Akademie der Wissenschaften in Wien auf gemeinsame Kosten mit Dr. Wilhelm Pelizaeus unternommenen Grabungen auf dem Friedhof des Alten Reiches bei den Pyramiden von Gîza (Bd. 1),,,,,,,,,,http://hdl.handle.net/2333.1/p5hqc4gk,Hermann Junker,p5hqc4gk,,ebook,,,,,,,Ancient World Digital Library,global.5644.217,727878969a,,727878969,raw,003498378,monograph,,,1,,,,,free,
OCLC # and title updated 1-8-21 gm,,local update,Gîza : Bericht über die von der Akademie der Wissenschaften in Wien auf gemeinsame Kosten mit Dr. Wilhelm Pelizaeus unternommenen Grabungen auf dem Friedhof des Alten Reiches bei den Pyramiden von Gîza (Bd. 10),,,,,,,,,,http://hdl.handle.net/2333.1/73n5tgwd,Hermann Junker,73n5tgwd,,ebook,,,,,,,Ancient World Digital Library,global.5644.217,727878969j,,727878969,raw,003498378,monograph,,,10,,,,,free,
OCLC # and title updated 1-8-21 gm,,local update,Gîza : Bericht über die von der Akademie der Wissenschaften in Wien auf gemeinsame Kosten mit Dr. Wilhelm Pelizaeus unternommenen Grabungen auf dem Friedhof des Alten Reiches bei den Pyramiden von Gîza (Bd. 11),,,,,,,,,,http://hdl.handle.net/2333.1/fn2z39ns,Hermann Junker,fn2z39ns,,ebook,,,,,,,Ancient World Digital Library,global.5644.217,727878969k,,727878969,raw,003498378,monograph,,,11,,,,,free,
OCLC # and title updated 1-8-21 gm,,local update,Gîza : Bericht über die von der Akademie der Wissenschaften in Wien auf gemeinsame Kosten mit Dr. Wilhelm Pelizaeus unternommenen Grabungen auf dem Friedhof des Alten Reiches bei den Pyramiden von Gîza (Bd. 12),,,,,,,,,,http://hdl.handle.net/2333.1/9w0vt94h,Hermann Junker,9w0vt94h,,ebook,,,,,,,Ancient World Digital Library,global.5644.217,727878969l,,727878969,raw,003498378,monograph,,,12,,,,,free,
OCLC # and title updated 1-8-21 gm,,local update,Gîza : Bericht über die von der Akademie der Wissenschaften in Wien auf gemeinsame Kosten mit Dr. Wilhelm Pelizaeus unternommenen Grabungen auf dem Friedhof des Alten Reiches bei den Pyramiden von Gîza (Bd. 2),,,,,,,,,,http://hdl.handle.net/2333.1/sxksn50w,Hermann Junker,sxksn50w,,ebook,,,,,,,Ancient World Digital Library,global.5644.217,727878969b,,727878969,raw,003498378,monograph,,,2,,,,,free,
OCLC # and title updated 1-8-21 gm,,local update,Gîza : Bericht über die von der Akademie der Wissenschaften in Wien auf gemeinsame Kosten mit Dr. Wilhelm Pelizaeus unternommenen Grabungen auf dem Friedhof des Alten Reiches bei den Pyramiden von Gîza (Bd. 4),,,,,,,,,,http://hdl.handle.net/2333.1/mcvdnjcv,Hermann Junker,mcvdnjcv,,ebook,,,,,,,Ancient World Digital Library,global.5644.217,727878969d,,727878969,raw,003498378,monograph,,,4,,,,,free,
OCLC # and title updated 1-8-21 gm,,local update,Gîza : Bericht über die von der Akademie der Wissenschaften in Wien auf gemeinsame Kosten mit Dr. Wilhelm Pelizaeus unternommenen Grabungen auf dem Friedhof des Alten Reiches bei den Pyramiden von Gîza (Bd. 5),,,,,,,,,,http://hdl.handle.net/2333.1/gmsbchwr,Hermann Junker,gmsbchwr,,ebook,,,,,,,Ancient World Digital Library,global.5644.217,727878969e,,727878969,raw,003498378,monograph,,,5,,,,,free,
OCLC # and title updated 1-8-21 gm,,local update,Gîza : Bericht über die von der Akademie der Wissenschaften in Wien auf gemeinsame Kosten mit Dr. Wilhelm Pelizaeus unternommenen Grabungen auf dem Friedhof des Alten Reiches bei den Pyramiden von Gîza (Bd. 6),,,,,,,,,,http://hdl.handle.net/2333.1/bvq83hdv,Hermann Junker,bvq83hdv,,ebook,,,,,,,Ancient World Digital Library,global.5644.217,727878969f,,727878969,raw,003498378,monograph,,,6,,,,,free,
OCLC # and title updated 1-8-21 gm,,local update,Gîza : Bericht über die von der Akademie der Wissenschaften in Wien auf gemeinsame Kosten mit Dr. Wilhelm Pelizaeus unternommenen Grabungen auf dem Friedhof des Alten Reiches bei den Pyramiden von Gîza (Bd. 8),,,,,,,,,,http://hdl.handle.net/2333.1/xpnvx5gs,Hermann Junker,xpnvx5gs,,ebook,,,,,,,Ancient World Digital Library,global.5644.217,727878969h,,727878969,raw,003498378,monograph,,,8,,,,,free,
,,local update,Grab- und Denksteine des Mittleren Reichs im Museum von Kairo (t.1),,,,,,,,,,http://hdl.handle.net/2333.1/dv41p34q,,dv41p34q,,ebook,,,,,,,Ancient World Digital Library,global.5644.217,746172833a,,746172833,raw,003497765,monograph,,,,,,,,free,http://dlib.nyu.edu/awdl/books/grabunddenkstein01lang
,,local update,Grab- und Denksteine des Mittleren Reichs im Museum von Kairo (t.2),,,,,,,,,,http://hdl.handle.net/2333.1/931zd2nj,,931zd2nj,,ebook,,,,,,,Ancient World Digital Library,global.5644.217,746172833b,,746172833,raw,003497765,monograph,,,,,,,,free,http://dlib.nyu.edu/awdl/books/grabunddenkstein02lang
,,local update,Grab- und Denksteine des Mittleren Reichs im Museum von Kairo (t.3),,,,,,,,,,http://hdl.handle.net/2333.1/59zw425k,,59zw425k,,ebook,,,,,,,Ancient World Digital Library,global.5644.217,746172833c,,746172833,raw,003497765,monograph,,,,,,,,free,http://dlib.nyu.edu/awdl/books/grabunddenkstein03lang
,,local update,Grab- und Denksteine des Mittleren Reichs im Museum von Kairo (t.4),,,,,,,,,,http://hdl.handle.net/2333.1/1jwsv1n3,,1jwsv1n3,,ebook,,,,,,,Ancient World Digital Library,global.5644.217,746172833d,,746172833,raw,003497765,monograph,,,,,,,,free,http://dlib.nyu.edu/awdl/books/grabunddenkstein04lang
"updated M, AN - JAS 4/12/21",,local update,Grabfunde des Mittleren Reichs in den Königlichen Museen zu Berlin (pt.1),,,,,,,,,,http://hdl.handle.net/2333.1/p8cz96dx,,p8cz96dx,,ebook,,,,,,,Ancient World Digital Library,global.5644.217,746172828a,,746172828,raw,003497745,monograph,,,,,,,,free,http://dlib.nyu.edu/awdl/books/grabfundedesmitt01kn
"updated M, AN - JAS 4/12/21 ",,local update,Grabfunde des Mittleren Reichs in den Koniglichen Museen zu Berlin (pt.2),,,,,,,,,,http://hdl.handle.net/2333.1/jh9w15xt,,jh9w15xt,,ebook,,,,,,,Ancient World Digital Library,global.5644.217,746172828b,,746172828,raw,003497745,monograph,,,,,,,,free,http://dlib.nyu.edu/awdl/books/grabfundedesmitt02kn
,,local update,"Graeco-Egyptian coffins, masks and portraits",,,,,,,,,,http://hdl.handle.net/2333.1/wstqk17p,,wstqk17p,,ebook,,,,,,,Ancient World Digital Library,global.5644.217,746172834,,746172834,raw,003497766,monograph,,,,,,,,free,http://dlib.nyu.edu/awdl/books/graecoegyptianco00edga
,,oclc ws,Grec et Latin en 1989 et 1990,,,,,,,,,,http://hdl.handle.net/2333.1/9p8czg66,Ghislaine Viré,9p8czg66,,ebook,,,,,,,Ancient World Digital Library,global.5644.217,1022281856,,1022281856,raw,005986989,monograph,,,,,,,,free,
,,oclc ws,Greek documentary papyri from Egypt in the Berlin Aegyptisches Museum,,,,,,,,,,http://hdl.handle.net/2333.1/08kprwkb,Nahum Cohen,08kprwkb,,ebook,,,,,,,Ancient World Digital Library,global.5644.217,682390865,,682390865,raw,004068921,monograph,,,,,,,,free,
,,oclc ws,Greek horoscopes,,,,,,,,,,http://hdl.handle.net/2333.1/5x69pfpv,O. Neugebauer,5x69pfpv,,ebook,,,,,,,Ancient World Digital Library,global.5644.217,685250776 ,,685250776 ,raw,005986990,monograph,,,,,,,,free,
,,local update,Greek inscriptions,,,,,,,,,,http://hdl.handle.net/2333.1/s1rn90p4,,s1rn90p4,,ebook,,,,,,,Ancient World Digital Library,global.5644.217,746172836,,746172836,raw,003497774,monograph,,,,,,,,free,http://dlib.nyu.edu/awdl/books/greekinscription00miln
,,local update,Greek moulds,,,,,,,,,,http://hdl.handle.net/2333.1/n8pk1067,,n8pk1067,,ebook,,,,,,,Ancient World Digital Library,global.5644.217,746172838,,746172838,raw,003497776,monograph,,,,,,,,free,http://dlib.nyu.edu/awdl/books/greekmoulds00edga
,,oclc ws,Greek papyri,,,,,,,,,,http://hdl.handle.net/2333.1/jdfn3731,Bernard P. Grenfell,jdfn3731,,ebook,,,,,,,Ancient World Digital Library,global.5644.217,746172839,,746172839,raw,003497778,monograph,,,,,,,,free,
,,oclc ws,Greek papyri in the British Museum vol. 1,,,,,,,,,,http://hdl.handle.net/2333.1/2z34twmq,Frederic G. Kenyon,2z34twmq,,ebook,,,,,,,Ancient World Digital Library,global.5644.217,569742726a,,569742726,raw,007566075,monograph,,,,,,,,free,
,,oclc ws,Greek papyri in the British Museum vol. 2,,,,,,,,,,http://hdl.handle.net/2333.1/z612jw8t,Frederic G. Kenyon,z612jw8t,,ebook,,,,,,,Ancient World Digital Library,global.5644.217,569742726b,,569742726,raw,007566075,monograph,,,,,,,,free,
,,oclc ws,Greek papyri in the British Museum vol. 3,,,,,,,,,,http://hdl.handle.net/2333.1/tdz08vsn,Frederic G. Kenyon,tdz08vsn,,ebook,,,,,,,Ancient World Digital Library,global.5644.217,569742726c,,569742726,raw,007566075,monograph,,,,,,,,free,
,,local update,Greek sculpture,,,,,,,,,,http://hdl.handle.net/2333.1/hmgqnwcd,,hmgqnwcd,,ebook,,,,,,,Ancient World Digital Library,global.5644.217,733855588,,733855588,raw,003497779,monograph,,,,,,,,free,http://dlib.nyu.edu/awdl/books/greeksculpture00edga
,,oclc ws,Greek terms for Roman institutions,,,,,,,,,,http://hdl.handle.net/2333.1/dbrv1b19,Hugh J. Mason,dbrv1b19,,ebook,,,,,,,Ancient World Digital Library,global.5644.217,681903291,,681903291,raw,004068221,monograph,,,,,,,,free,
,,local update,Greek vases /,,,,,,,,,,http://hdl.handle.net/2333.1/cvdncvw9,,cvdncvw9,,ebook,,,,,,,Ancient World Digital Library,global.5644.217,746172844,,746172844,raw,003497782,monograph,,,,,,,,free,http://dlib.nyu.edu/awdl/books/greekvases00edga
,,oclc ws,Grundlagen des koptischen Satzbaus v.1,,,,,,,,,,http://hdl.handle.net/2333.1/cnp5ht4z,Hans Jakob Polotsky,cnp5ht4z,,ebook,,,,,,,Ancient World Digital Library,global.5644.217,664425573a,,664425573,raw,004068796,monograph,,,1,,,,,free,
,,oclc ws,Grundlagen des koptischen Satzbaus v.2,,,,,,,,,,http://hdl.handle.net/2333.1/rn8pk58j,Hans Jakob Polotsky,rn8pk58j,,ebook,,,,,,,Ancient World Digital Library,global.5644.217,664425573b,,664425573,raw,004068796,monograph,,,2,,,,,free,
,,local update,Guardians of the Gate : Angelic Vice Regency in Late Antiquity,,,,,,,,,,http://hdl.handle.net/2333.1/0zpc880j,Nathaniel Deutsch,0zpc880j,,ebook,,,,,,,Ancient World Digital Library,global.5644.217,,,1224943183,raw,003709771,monograph,,,,,,,,free,
,,local update,Gudea's Temple Building : The Representation of an Early Mesopotamian Ruler in Text and Image,,,,,,,,,,http://hdl.handle.net/2333.1/v15dv5xz,C.E. Suter,v15dv5xz,,ebook,,,,,,,Ancient World Digital Library,global.5644.217,,,1224917159,raw,003709831,monograph,,,,,,,,free,
"updated M, AN - JAS 4/12/21 ",,local update,Histoire de l'ordre lotiforme : ètude d'archèlogie ègyptienne,,,,,,,,,,http://hdl.handle.net/2333.1/bvq83npm,,bvq83npm,,ebook,,,,,,,Ancient World Digital Library,global.5644.217,746172849,,746172849,raw,003497800,monograph,,,,,,,,free,http://dlib.nyu.edu/awdl/books/histoiredelordre00fouc
,,local update,Historical studies,,,,,,,,,,http://hdl.handle.net/2333.1/73n5tn5c,,73n5tn5c,,ebook,,,,,,,Ancient World Digital Library,global.5644.217,746172851,,746172851,raw,003497803,monograph,,,,,,,,free,http://dlib.nyu.edu/awdl/books/historicalstudie00knob
,,oclc ws,History and Historical Writing in Ancient Israel : Studies in Biblical Historiography,,,,,,,,,,http://hdl.handle.net/2333.1/t1g1jzpv,Tomoo Ishida,t1g1jzpv,,ebook,,,,,,,Ancient World Digital Library,global.5644.217,607442964,,607442964,raw,003710175,monograph,,,,,,,,free,
,,oclc ws,"Images, power, and politics",,,,,,,,,,http://hdl.handle.net/2333.1/j6q578zf,Barbara N. Porter,j6q578zf,,ebook,,,,,,,Ancient World Digital Library,global.5644.217,1022269371,,1022269371,raw,005987001,monograph,,,,,,,,free,
,,oclc ws,Imperial estates in Roman Egypt,,,,,,,,,,http://hdl.handle.net/2333.1/0gb5mrbr,George M. Parássoglou,0gb5mrbr,,ebook,,,,,,,Ancient World Digital Library,global.5644.217,763082288,,763082288,raw,004068225,monograph,,,,,,,,free,
,,oclc ws,In pursuit of invisibility : ritual texts from Late Roman Egypt,,,,,,,,,,http://hdl.handle.net/2333.1/bnzs7kwq,Richard L. Phillips,bnzs7kwq,,ebook,,,,,,,Ancient World Digital Library,global.5644.217,1046056912,,1046056912,raw,004068928,monograph,,,,,,,,free,
,,oclc ws,Inventory of compulsory services in Ptolemaic and Roman Egypt,,,,,,,,,,http://hdl.handle.net/2333.1/547d809c,Naphtali Lewis,547d809c,,ebook,,,,,,,Ancient World Digital Library,global.5644.217,669336162,,669336162,raw,004092982,monograph,,,,,,,,free,
Use oclc # 645638125,,local update,ISAW newsletter,,,,2008,,,,,,http://isaw.nyu.edu/publications/newsletters,,publications/newsletters,,fulltext,,,,,,,Ancient World Digital Library,global.5644.217,645638125,,645638125,raw,007839073,serial,,,,,,,,free,
 ,,oclc ws,ISAW papers,,2164-1471,2164-1471,2011,,,,,,http://isaw.nyu.edu/publications/isaw-papers,,publications/isaw-papers,,fulltext,,,,,,,Ancient World Digital Library,global.5644.217,c5644.330,,756047783,raw,003551336,serial,,,,,,,,free,
,,oclc ws,It is our father who writes : orders from the Monastery of Apollo at Bawit (P.Bawit Clackson),,,,,,,,,,http://hdl.handle.net/2333.1/gf1vhmd4,Sarah Clackson,gf1vhmd4,,ebook,,,,,,,Ancient World Digital Library,global.5644.217,1046056239,,1046056239,raw,004084897,monograph,,,,,,,,free,
Updated this line,,local update,Ivory from Muziris,,,,,,,,,,http://doi.org/2333.1/p5hqc1c7,Federico De Romanis,p5hqc1c7,,ebook,,,,,,,Ancient World Digital Library,global.5644.217,,,1225156152,raw,003973240,monograph,,,,,,,,free,
,,oclc ws,"Judaea and Mediterranean Politics, 219 to 161 B.C.E.",,,,,,,,,,http://hdl.handle.net/2333.1/w6m907nf,Dov Gera,w6m907nf,,ebook,,,,,,,Ancient World Digital Library,global.5644.217,645886318,,645886318,raw,003709773,monograph,,,,,,,,free,
add title manually and shared global on 12/10/2020 jk,,new title,Karanòg v.3,,,,,,,,,,http://hdl.handle.net/2333.1/3bk3jg9s,David Randall-MacIver,3bk3jg9s,,ebook,,,,,,,Ancient World Digital Library,global.5644.217,,,271188482,raw,003497816,monograph,,,,,,3,,free,
add title manually and shared global on 12/10/2020 jk,,new title,Karanòg v.4,,,,,,,,,,http://hdl.handle.net/2333.1/2bvq8830,David Randall-MacIver,2bvq8830,,ebook,,,,,,,Ancient World Digital Library,global.5644.217,,,271188482,raw,003497816,monograph,,,,,,4,,free,
,,local update,Königliche Verfügungen in altbabylonischer Zeit,,,,,,,,,,http://hdl.handle.net/2333.1/80gb5pd0,F.R. Kraus,80gb5pd0,,ebook,,,,,,,Ancient World Digital Library,global.5644.217,,,1224936904,raw,003709761,monograph,,,,,,,,free,
,,local update,Koptische Kunst,,,,,,,,,,http://hdl.handle.net/2333.1/ttdz0krd,,ttdz0krd,,ebook,,,,,,,Ancient World Digital Library,global.5644.217,746172852,,746172852,raw,003497823,monograph,,,,,,,,free,http://dlib.nyu.edu/awdl/books/koptischekunst00strz
,,local update,Koptos,,,,,,,,,,http://hdl.handle.net/2333.1/q573ngxw,,q573ngxw,,ebook,,,,,,,Ancient World Digital Library,global.5644.217,920220585,,920220585,raw,003497831,monograph,,,,,,,,free,http://dlib.nyu.edu/awdl/books/koptos00petr
,,oclc ws,Kos between Hellenism and Rome,,,,,,,,,,http://hdl.handle.net/2333.1/z612jwsf,Kostas Buraselis,z612jwsf,,ebook,,,,,,,Ancient World Digital Library,global.5644.217,81905753,,81905753,raw,007566626,monograph,,,,,,,,free,
 ,,oclc ws,"Kronos, Shiva, & Asklepios : studies in magical gems and religions of the Roman Empire",,,,2011,,,2011,,,http://hdl.handle.net/2333.1/2547df4h,"Mastrocinque, Attilio",2547df4h,,ebook,,American Philosophical Society,,,,,Ancient World Digital Library,global.5644.217,c5644.424,,900165399,raw,005986994,monograph,,,,,,,,free,
,,oclc ws,L'agronomie de la Mésopotamie antique : Analyse du «Livre de l'agriculture nabatéenne» de Qûtâmä,,,,1995,,,1995,,,http://hdl.handle.net/2333.1/47d7wnv8,Mohammed El Faïz,47d7wnv8,,ebook,,Brill,,,,,Ancient World Digital Library,global.5644.217,c5644.851,,945912262,raw,003710182,monograph,,,,,,,,free,
,,local update,"L'art égyptien : choix de documents, accompagnés d'indications bibliographiques",,,,,,,,,,http://hdl.handle.net/2333.1/p5hqc8q3,,p5hqc8q3,,ebook,,,,,,,Ancient World Digital Library,global.5644.217,707604193,,707604193,raw,003497857,monograph,,,,,,,,free,http://dlib.nyu.edu/awdl/books/lartgyptiencho00capa
 ,,oclc ws,L'Exploration des nécropoles de la montagne d'Antinoë : fouilles exécutées en 1901-1902,,,,,,,,,,http://hdl.handle.net/2333.1/vq83bw9t,,vq83bw9t,,ebook,,,,,,,Ancient World Digital Library,global.5644.217,746172877,,746172877,raw,003497879,monograph,,,,,,,,free,http://dlib.nyu.edu/awdl/books/lexplorationdesn00slsn
,,local update,La faune momifiée de l'antique Égypte,,,,,,,,,,http://hdl.handle.net/2333.1/9w0vtffh,,9w0vtffh,,ebook,,,,,,,Ancient World Digital Library,global.5644.217,733869120,,733869120,raw,003497842,monograph,,,,,,,,free,http://dlib.nyu.edu/awdl/books/lafaunemomifie00gail
"updated M, AN - JAS 4/12/21 ",,local update,La mosquée el-Rifaï au Caire,,,,,,,,,,http://hdl.handle.net/2333.1/2bvq8dc,,2bvq8dc,,ebook,,,,,,,Ancient World Digital Library,global.5644.217,746172857,,746172857,raw,003497848,monograph,,,,,,,,free,http://dlib.nyu.edu/awdl/books/lamosqueelrifa00herz
"updated M, AN - JAS 4/12/21 ",,local update,La necropoli di Sciatbi (v.1),,,,,,,,,,http://hdl.handle.net/2333.1/xksn0d22,,xksn0d22,,ebook,,,,,,,Ancient World Digital Library,global.5644.217,769625962a,,769625962,raw,003497851,monograph,,,1,,,,,free,http://dlib.nyu.edu/awdl/books/lanecropolidisci01brec
"updated M, AN - JAS 4/12/21 ",,local update,La necropoli di Sciatbi (v.2),,,,,,,,,,http://hdl.handle.net/2333.1/sxksn965,,sxksn965,,ebook,,,,,,,Ancient World Digital Library,global.5644.217,769625962b,,769625962,raw,003497851,monograph,,,2,,,,,free,http://dlib.nyu.edu/awdl/books/lanecropolidisci02brec
,,oclc ws,La reine Hatchepsout : Sources et problèmes,,,,,,,,,,http://hdl.handle.net/2333.1/rxwdbtpg,S. Ratié,rxwdbtpg,,ebook,,,,,,,Ancient World Digital Library,global.5644.217,644242675,,644242675,raw,003709762,monograph,,,,,,,,free,
,,oclc ws,La sitométrie dans les archives de Zénon,,,,,,,,,,http://hdl.handle.net/2333.1/bnzs7nxc,T. Reekmans,bnzs7nxc,,ebook,,,,,,,Ancient World Digital Library,global.5644.217,669331691,,669331691,raw,005684199,monograph,,,,,,,,free,
,,oclc ws,Le bordereau d'ensemencement dans l'Égypte ptolémaïque,,,,,,,,,,http://hdl.handle.net/2333.1/34tmpnfv,Pierre Vidal-Naquet,34tmpnfv,,ebook,,,,,,,Ancient World Digital Library,global.5644.217,682462952,,682462952,raw,005987013,monograph,,,,,,,,free,
,,local update,"Le livre des rois d'Égypte : recueil de titres et protocoles royaux, noms propres de rois, reines, princes et princesses, noms de pyramides et de temples solaires, suivi d'un index alphabétique",,,,,,,,,,http://hdl.handle.net/2333.1/jdfn386z,,jdfn386z,,ebook,,,,,,,Ancient World Digital Library,global.5644.217,746172863,,746172863,raw,003497859,monograph,,,,,,,,free,http://dlib.nyu.edu/awdl/books/lelivredesroisd21gaut
,,local update,Le musée des bateaux de Chéops près la grande pyramide de Gizah,,,,,,,,,,http://hdl.handle.net/2333.1/dncjt7n7,,dncjt7n7,,ebook,,,,,,,Ancient World Digital Library,global.5644.217,746172864,,746172864,raw,003497862,monograph,,,,,,,,free,http://dlib.nyu.edu/awdl/books/lemusedesbatea00unit
,,local update,Le Musée égyptien recueil de monuments et de notices sur les fouilles d'Égypte,,,,,,,,,,http://hdl.handle.net/2333.1/8w9gj73v,,8w9gj73v,,ebook,,,,,,,Ancient World Digital Library,global.5644.217,746172866,,746172866,raw,003497863,monograph,,,,,,,,free,http://dlib.nyu.edu/awdl/books/lemusegyptie02egyp
,,oclc ws,Le Nome Hermopolite,,,,,,,,,,http://hdl.handle.net/2333.1/g4f4qx0v,Marie Drew-Bear,g4f4qx0v,,ebook,,,,,,,Ancient World Digital Library,global.5644.217,681278018,,681278018,raw,004084287,monograph,,,,,,,,free,
,,oclc ws,"Le régime administratif de l'eau du Nil dans l'Égypte grecque, romaine et byzantine",,,,,,,,,,http://hdl.handle.net/2333.1/z08kptmw,Danielle Bonneau,z08kptmw,,ebook,,,,,,,Ancient World Digital Library,global.5644.217,651677013,,651677013,raw,003709893,monograph,,,,,,,,free,
,,oclc ws,Le stratège du nome,,,,,,,,,,http://hdl.handle.net/2333.1/k6djhh6k,Nicolas Hohlwein,k6djhh6k,,ebook,,,,,,,Ancient World Digital Library,global.5644.217,669331686,,669331686,raw,005987019,monograph,,,,,,,,free,
"updated M, AN - JAS 4/12/21 ",,local update,Le temple de Kalabchah (fasc.1),,,,,,,,,,http://hdl.handle.net/2333.1/rxwdc30g,,rxwdc30g,,ebook,,,,,,,Ancient World Digital Library,global.5644.217,746172869a,,746172869,raw,003497866,monograph,,,,,,,,free,http://dlib.nyu.edu/awdl/books/letempledekalabc01gaut
"updated M, AN - JAS 4/12/21 ",,local update,Le temple de Kalabchah (fasc.2),,,,,,,,,,http://hdl.handle.net/2333.1/n5tb32hd,,n5tb32hd,,ebook,,,,,,,Ancient World Digital Library,global.5644.217,746172869b,,746172869,raw,003497866,monograph,,,,,,,,free,http://dlib.nyu.edu/awdl/books/letempledekalabc02gaut
